10	2.609494e-006	
20	8.345377e-003	
30	1.307452e-001	
40	4.044904e-001	
50	6.367459e-001	
60	7.805361e-001	
70	8.811167e-001	
80	9.649457e-001	
90	1.044006e+000	
100	1.114314e+000	
110	1.180258e+000	
120	1.241883e+000	
130	1.295989e+000	
140	1.344208e+000	
150	1.387619e+000	
160	1.424240e+000	
170	1.456068e+000	
180	1.482821e+000	
190	1.504730e+000	
200	1.523126e+000	
210	1.537705e+000	
220	1.549172e+000	
230	1.557908e+000	
240	1.564300e+000	
250	1.568515e+000	
260	1.571094e+000	
270	1.572326e+000	
280	1.571864e+000	
290	1.570591e+000	
300	1.568304e+000	
310	1.565229e+000	
320	1.561527e+000	
330	1.557057e+000	
340	1.552447e+000	
350	1.547136e+000	
360	1.541759e+000	
370	1.535703e+000	
380	1.529980e+000	
390	1.523668e+000	
400	1.517278e+000	
410	1.510637e+000	
420	1.504388e+000	
430	1.497636e+000	
440	1.491087e+000	
450	1.484218e+000	
460	1.477892e+000	
470	1.471119e+000	
480	1.464556e+000	
490	1.458119e+000	
500	1.451203e+000	
510	1.445109e+000	
520	1.438815e+000	
530	1.432161e+000	
540	1.425918e+000	
550	1.419767e+000	
560	1.413655e+000	
570	1.407762e+000	
580	1.401726e+000	
590	1.396116e+000	
600	1.390398e+000	
610	1.384359e+000	
620	1.378901e+000	
630	1.373012e+000	
640	1.367292e+000	
650	1.362273e+000	
660	1.356969e+000	
670	1.351558e+000	
680	1.346626e+000	
690	1.341299e+000	
700	1.336357e+000	
710	1.331799e+000	
720	1.326789e+000	
730	1.322351e+000	
740	1.317470e+000	
750	1.313032e+000	
760	1.308453e+000	
770	1.304278e+000	
780	1.299988e+000	
790	1.295714e+000	
800	1.291315e+000	
810	1.287320e+000	
820	1.283350e+000	
830	1.279294e+000	
840	1.275776e+000	
850	1.271581e+000	
860	1.267804e+000	
870	1.264095e+000	
880	1.260878e+000	
890	1.256950e+000	
900	1.253737e+000	
910	1.250209e+000	
920	1.246972e+000	
930	1.243376e+000	
940	1.240502e+000	
950	1.236978e+000	
960	1.234132e+000	
970	1.230839e+000	
980	1.227591e+000	
990	1.224701e+000	
