10	4.139707e-002	
20	3.163306e-001	
30	6.235295e-001	
40	8.254405e-001	
50	9.265368e-001	
60	9.702437e-001	
70	9.883379e-001	
80	9.955409e-001	
90	9.982048e-001	
100	9.991382e-001	
110	9.996577e-001	
120	1.000170e+000	
130	1.000145e+000	
140	1.000025e+000	
150	1.000075e+000	
160	1.000091e+000	
170	1.000396e+000	
180	1.000390e+000	
190	1.000763e+000	
200	1.000925e+000	
210	1.001518e+000	
220	1.001549e+000	
230	1.002260e+000	
240	1.002887e+000	
250	1.003575e+000	
260	1.004384e+000	
270	1.005433e+000	
280	1.006569e+000	
290	1.007605e+000	
300	1.008707e+000	
310	1.009994e+000	
320	1.011348e+000	
330	1.012565e+000	
340	1.014256e+000	
350	1.015687e+000	
360	1.017020e+000	
370	1.018591e+000	
380	1.020470e+000	
390	1.022201e+000	
400	1.023683e+000	
410	1.025638e+000	
420	1.027224e+000	
430	1.028964e+000	
440	1.031026e+000	
450	1.032869e+000	
460	1.034736e+000	
470	1.036578e+000	
480	1.038213e+000	
490	1.040237e+000	
500	1.042149e+000	
510	1.043675e+000	
520	1.045709e+000	
530	1.047625e+000	
540	1.049246e+000	
550	1.051233e+000	
560	1.053089e+000	
570	1.054403e+000	
580	1.056746e+000	
590	1.058253e+000	
600	1.060046e+000	
610	1.061764e+000	
620	1.063437e+000	
630	1.065251e+000	
640	1.067151e+000	
650	1.068535e+000	
660	1.070419e+000	
670	1.072181e+000	
680	1.073947e+000	
690	1.075287e+000	
700	1.077018e+000	
710	1.078668e+000	
720	1.080259e+000	
730	1.081651e+000	
740	1.083206e+000	
750	1.084430e+000	
760	1.086414e+000	
770	1.087776e+000	
780	1.089434e+000	
790	1.090676e+000	
800	1.092369e+000	
810	1.093726e+000	
820	1.095132e+000	
830	1.096521e+000	
840	1.097569e+000	
850	1.099013e+000	
860	1.100569e+000	
870	1.101879e+000	
880	1.103049e+000	
890	1.104117e+000	
900	1.105801e+000	
910	1.107237e+000	
920	1.108448e+000	
930	1.109130e+000	
940	1.110735e+000	
950	1.112142e+000	
960	1.112986e+000	
970	1.114261e+000	
980	1.115345e+000	
990	1.116925e+000	
