t'	a(t')	Trad(t')	Tb(t')	z(t')	i
2.3850516e-003	1.6182820e-002	1.6841935e+002	5.2349078e+001	6.0793928e+001	2910
2.3917625e-003	1.6212696e-002	1.6810899e+002	5.2170345e+001	6.0680056e+001	2911
2.3984734e-003	1.6242544e-002	1.6780006e+002	5.1992683e+001	6.0566709e+001	2912
2.4051843e-003	1.6272365e-002	1.6749256e+002	5.1816084e+001	6.0453883e+001	2913
2.4118952e-003	1.6302157e-002	1.6718646e+002	5.1640538e+001	6.0341574e+001	2914
2.4186061e-003	1.6331922e-002	1.6688176e+002	5.1466036e+001	6.0229779e+001	2915
2.4253170e-003	1.6361660e-002	1.6657845e+002	5.1292570e+001	6.0118494e+001	2916
2.4320279e-003	1.6391370e-002	1.6627653e+002	5.1120131e+001	6.0007715e+001	2917
2.4387387e-003	1.6421052e-002	1.6597597e+002	5.0948709e+001	5.9897438e+001	2918
2.4454496e-003	1.6450707e-002	1.6567677e+002	5.0778297e+001	5.9787659e+001	2919
2.4521605e-003	1.6480335e-002	1.6537891e+002	5.0608886e+001	5.9678376e+001	2920
2.4588714e-003	1.6509937e-002	1.6508240e+002	5.0440467e+001	5.9569585e+001	2921
2.4655823e-003	1.6539511e-002	1.6478722e+002	5.0273033e+001	5.9461281e+001	2922
2.4722932e-003	1.6569058e-002	1.6449336e+002	5.0106574e+001	5.9353462e+001	2923
2.4790041e-003	1.6598578e-002	1.6420081e+002	4.9941083e+001	5.9246125e+001	2924
2.4857149e-003	1.6628072e-002	1.6390956e+002	4.9776552e+001	5.9139264e+001	2925
2.4924258e-003	1.6657539e-002	1.6361961e+002	4.9612972e+001	5.9032878e+001	2926
2.4991367e-003	1.6686979e-002	1.6333094e+002	4.9450337e+001	5.8926963e+001	2927
2.5058476e-003	1.6716394e-002	1.6304354e+002	4.9288637e+001	5.8821515e+001	2928
2.5125585e-003	1.6745782e-002	1.6275741e+002	4.9127866e+001	5.8716532e+001	2929
2.5192694e-003	1.6775143e-002	1.6247253e+002	4.8968016e+001	5.8612010e+001	2930
2.5259803e-003	1.6804479e-002	1.6218890e+002	4.8809079e+001	5.8507945e+001	2931
2.5326911e-003	1.6833788e-002	1.6190651e+002	4.8651047e+001	5.8404335e+001	2932
2.5394020e-003	1.6863072e-002	1.6162535e+002	4.8493914e+001	5.8301176e+001	2933
2.5461129e-003	1.6892330e-002	1.6134542e+002	4.8337672e+001	5.8198465e+001	2934
2.5528238e-003	1.6921562e-002	1.6106669e+002	4.8182314e+001	5.8096200e+001	2935
2.5595347e-003	1.6950768e-002	1.6078917e+002	4.8027832e+001	5.7994376e+001	2936
2.5662456e-003	1.6979949e-002	1.6051285e+002	4.7874220e+001	5.7892992e+001	2937
2.5729565e-003	1.7009104e-002	1.6023771e+002	4.7721470e+001	5.7792043e+001	2938
2.5796674e-003	1.7038234e-002	1.5996376e+002	4.7569577e+001	5.7691527e+001	2939
2.5863782e-003	1.7067339e-002	1.5969097e+002	4.7418532e+001	5.7591442e+001	2940
2.5930891e-003	1.7096418e-002	1.5941935e+002	4.7268328e+001	5.7491783e+001	2941
2.5998000e-003	1.7125473e-002	1.5914889e+002	4.7118961e+001	5.7392549e+001	2942
2.6065109e-003	1.7154502e-002	1.5887958e+002	4.6970421e+001	5.7293735e+001	2943
2.6132218e-003	1.7183506e-002	1.5861140e+002	4.6822704e+001	5.7195340e+001	2944
2.6199327e-003	1.7212486e-002	1.5834436e+002	4.6675803e+001	5.7097361e+001	2945
2.6266436e-003	1.7241440e-002	1.5807844e+002	4.6529710e+001	5.6999794e+001	2946
2.6333544e-003	1.7270370e-002	1.5781364e+002	4.6384420e+001	5.6902638e+001	2947
2.6400653e-003	1.7299276e-002	1.5754995e+002	4.6239927e+001	5.6805888e+001	2948
2.6467762e-003	1.7328157e-002	1.5728736e+002	4.6096224e+001	5.6709543e+001	2949
2.6534871e-003	1.7357013e-002	1.5702587e+002	4.5953304e+001	5.6613600e+001	2950
2.6601980e-003	1.7385845e-002	1.5676546e+002	4.5811163e+001	5.6518056e+001	2951
2.6669089e-003	1.7414653e-002	1.5650614e+002	4.5669793e+001	5.6422908e+001	2952
2.6736198e-003	1.7443436e-002	1.5624788e+002	4.5529189e+001	5.6328154e+001	2953
2.6803306e-003	1.7472196e-002	1.5599070e+002	4.5389345e+001	5.6233792e+001	2954
2.6870415e-003	1.7500931e-002	1.5573457e+002	4.5250255e+001	5.6139817e+001	2955
2.6937524e-003	1.7529642e-002	1.5547950e+002	4.5111914e+001	5.6046229e+001	2956
2.7004633e-003	1.7558330e-002	1.5522547e+002	4.4974314e+001	5.5953025e+001	2957
2.7071742e-003	1.7586994e-002	1.5497248e+002	4.4837451e+001	5.5860202e+001	2958
2.7138851e-003	1.7615634e-002	1.5472052e+002	4.4701320e+001	5.5767757e+001	2959
2.7205960e-003	1.7644250e-002	1.5446959e+002	4.4565914e+001	5.5675688e+001	2960
2.7273069e-003	1.7672843e-002	1.5421967e+002	4.4431227e+001	5.5583993e+001	2961
2.7340177e-003	1.7701412e-002	1.5397077e+002	4.4297256e+001	5.5492668e+001	2962
2.7407286e-003	1.7729958e-002	1.5372287e+002	4.4163993e+001	5.5401713e+001	2963
2.7474395e-003	1.7758480e-002	1.5347597e+002	4.4031434e+001	5.5311124e+001	2964
2.7541504e-003	1.7786980e-002	1.5323006e+002	4.3899573e+001	5.5220900e+001	2965
2.7608613e-003	1.7815456e-002	1.5298514e+002	4.3768406e+001	5.5131036e+001	2966
2.7675722e-003	1.7843909e-002	1.5274120e+002	4.3637926e+001	5.5041533e+001	2967
2.7742831e-003	1.7872339e-002	1.5249823e+002	4.3508129e+001	5.4952386e+001	2968
2.7809939e-003	1.7900746e-002	1.5225623e+002	4.3379010e+001	5.4863594e+001	2969
2.7877048e-003	1.7929130e-002	1.5201519e+002	4.3250563e+001	5.4775155e+001	2970
2.7944157e-003	1.7957491e-002	1.5177510e+002	4.3122784e+001	5.4687066e+001	2971
2.8011266e-003	1.7985830e-002	1.5153596e+002	4.2995667e+001	5.4599325e+001	2972
2.8078375e-003	1.8014146e-002	1.5129777e+002	4.2869208e+001	5.4511930e+001	2973
2.8145484e-003	1.8042439e-002	1.5106051e+002	4.2743402e+001	5.4424879e+001	2974
2.8212593e-003	1.8070710e-002	1.5082418e+002	4.2618244e+001	5.4338169e+001	2975
2.8279702e-003	1.8098958e-002	1.5058878e+002	4.2493729e+001	5.4251799e+001	2976
2.8346810e-003	1.8127184e-002	1.5035430e+002	4.2369852e+001	5.4165766e+001	2977
2.8413919e-003	1.8155388e-002	1.5012073e+002	4.2246609e+001	5.4080069e+001	2978
2.8481028e-003	1.8183569e-002	1.4988807e+002	4.2123996e+001	5.3994704e+001	2979
2.8548137e-003	1.8211728e-002	1.4965631e+002	4.2002007e+001	5.3909670e+001	2980
2.8615246e-003	1.8239866e-002	1.4942544e+002	4.1880638e+001	5.3824966e+001	2981
2.8682355e-003	1.8267981e-002	1.4919547e+002	4.1759884e+001	5.3740588e+001	2982
2.8749464e-003	1.8296074e-002	1.4896639e+002	4.1639741e+001	5.3656535e+001	2983
2.8816572e-003	1.8324145e-002	1.4873818e+002	4.1520205e+001	5.3572805e+001	2984
2.8883681e-003	1.8352195e-002	1.4851085e+002	4.1401271e+001	5.3489396e+001	2985
2.8950790e-003	1.8380222e-002	1.4828439e+002	4.1282936e+001	5.3406306e+001	2986
2.9017899e-003	1.8408228e-002	1.4805879e+002	4.1165193e+001	5.3323533e+001	2987
2.9085008e-003	1.8436213e-002	1.4783405e+002	4.1048040e+001	5.3241076e+001	2988
2.9152117e-003	1.8464175e-002	1.4761017e+002	4.0931472e+001	5.3158931e+001	2989
2.9219226e-003	1.8492117e-002	1.4738713e+002	4.0815485e+001	5.3077098e+001	2990
2.9286334e-003	1.8520037e-002	1.4716494e+002	4.0700075e+001	5.2995574e+001	2991
2.9353443e-003	1.8547935e-002	1.4694358e+002	4.0585237e+001	5.2914357e+001	2992
2.9420552e-003	1.8575812e-002	1.4672306e+002	4.0470968e+001	5.2833446e+001	2993
2.9487661e-003	1.8603668e-002	1.4650336e+002	4.0357264e+001	5.2752839e+001	2994
2.9554770e-003	1.8631503e-002	1.4628449e+002	4.0244120e+001	5.2672534e+001	2995
2.9621879e-003	1.8659317e-002	1.4606644e+002	4.0131533e+001	5.2592529e+001	2996
2.9688988e-003	1.8687110e-002	1.4584920e+002	4.0019499e+001	5.2512823e+001	2997
2.9756097e-003	1.8714882e-002	1.4563277e+002	3.9908013e+001	5.2433413e+001	2998
2.9823205e-003	1.8742632e-002	1.4541714e+002	3.9797072e+001	5.2354298e+001	2999
2.9890314e-003	1.8770362e-002	1.4520231e+002	3.9686673e+001	5.2275476e+001	3000
2.9957423e-003	1.8798072e-002	1.4498828e+002	3.9576811e+001	5.2196946e+001	3001
3.0024532e-003	1.8825760e-002	1.4477503e+002	3.9467482e+001	5.2118705e+001	3002
3.0091641e-003	1.8853428e-002	1.4456257e+002	3.9358684e+001	5.2040752e+001	3003
3.0158750e-003	1.8881075e-002	1.4435089e+002	3.9250412e+001	5.1963085e+001	3004
3.0225859e-003	1.8908702e-002	1.4413998e+002	3.9142662e+001	5.1885703e+001	3005
3.0292967e-003	1.8936308e-002	1.4392985e+002	3.9035432e+001	5.1808604e+001	3006
3.0360076e-003	1.8963894e-002	1.4372048e+002	3.8928717e+001	5.1731786e+001	3007
3.0427185e-003	1.8991460e-002	1.4351188e+002	3.8822513e+001	5.1655247e+001	3008
3.0494294e-003	1.9019005e-002	1.4330403e+002	3.8716819e+001	5.1578987e+001	3009
3.0561403e-003	1.9046530e-002	1.4309693e+002	3.8611629e+001	5.1503003e+001	3010
3.0628512e-003	1.9074034e-002	1.4289059e+002	3.8506940e+001	5.1427293e+001	3011
3.0695621e-003	1.9101519e-002	1.4268499e+002	3.8402750e+001	5.1351857e+001	3012
3.0762729e-003	1.9128984e-002	1.4248013e+002	3.8299054e+001	5.1276693e+001	3013
3.0829838e-003	1.9156428e-002	1.4227600e+002	3.8195850e+001	5.1201798e+001	3014
3.0896947e-003	1.9183853e-002	1.4207261e+002	3.8093133e+001	5.1127172e+001	3015
3.0964056e-003	1.9211258e-002	1.4186994e+002	3.7990901e+001	5.1052813e+001	3016
3.1031165e-003	1.9238643e-002	1.4166800e+002	3.7889151e+001	5.0978719e+001	3017
3.1098274e-003	1.9266008e-002	1.4146678e+002	3.7787879e+001	5.0904889e+001	3018
3.1165383e-003	1.9293353e-002	1.4126627e+002	3.7687081e+001	5.0831322e+001	3019
3.1232492e-003	1.9320679e-002	1.4106647e+002	3.7586756e+001	5.0758015e+001	3020
3.1299600e-003	1.9347985e-002	1.4086738e+002	3.7486899e+001	5.0684968e+001	3021
3.1366709e-003	1.9375272e-002	1.4066899e+002	3.7387507e+001	5.0612179e+001	3022
3.1433818e-003	1.9402539e-002	1.4047131e+002	3.7288578e+001	5.0539646e+001	3023
3.1500927e-003	1.9429787e-002	1.4027431e+002	3.7190108e+001	5.0467369e+001	3024
3.1568036e-003	1.9457015e-002	1.4007801e+002	3.7092094e+001	5.0395345e+001	3025
3.1635145e-003	1.9484224e-002	1.3988240e+002	3.6994533e+001	5.0323573e+001	3026
3.1702254e-003	1.9511414e-002	1.3968747e+002	3.6897423e+001	5.0252052e+001	3027
3.1769362e-003	1.9538585e-002	1.3949322e+002	3.6800760e+001	5.0180780e+001	3028
3.1836471e-003	1.9565736e-002	1.3929964e+002	3.6704541e+001	5.0109756e+001	3029
3.1903580e-003	1.9592868e-002	1.3910674e+002	3.6608764e+001	5.0038979e+001	3030
3.1970689e-003	1.9619982e-002	1.3891450e+002	3.6513425e+001	4.9968448e+001	3031
3.2037798e-003	1.9647076e-002	1.3872293e+002	3.6418521e+001	4.9898160e+001	3032
3.2104907e-003	1.9674151e-002	1.3853203e+002	3.6324051e+001	4.9828114e+001	3033
3.2172016e-003	1.9701208e-002	1.3834177e+002	3.6230010e+001	4.9758310e+001	3034
3.2239124e-003	1.9728245e-002	1.3815218e+002	3.6136396e+001	4.9688746e+001	3035
3.2306233e-003	1.9755264e-002	1.3796323e+002	3.6043207e+001	4.9619420e+001	3036
3.2373342e-003	1.9782264e-002	1.3777493e+002	3.5950440e+001	4.9550331e+001	3037
3.2440451e-003	1.9809245e-002	1.3758727e+002	3.5858091e+001	4.9481479e+001	3038
3.2507560e-003	1.9836208e-002	1.3740025e+002	3.5766158e+001	4.9412861e+001	3039
3.2574669e-003	1.9863152e-002	1.3721387e+002	3.5674639e+001	4.9344476e+001	3040
3.2641778e-003	1.9890078e-002	1.3702812e+002	3.5583531e+001	4.9276324e+001	3041
3.2708887e-003	1.9916985e-002	1.3684300e+002	3.5492831e+001	4.9208402e+001	3042
3.2775995e-003	1.9943874e-002	1.3665851e+002	3.5402536e+001	4.9140710e+001	3043
3.2843104e-003	1.9970744e-002	1.3647463e+002	3.5312645e+001	4.9073247e+001	3044
3.2910213e-003	1.9997596e-002	1.3629138e+002	3.5223154e+001	4.9006010e+001	3045
3.2977322e-003	2.0024430e-002	1.3610874e+002	3.5134060e+001	4.8938999e+001	3046
3.3044431e-003	2.0051246e-002	1.3592672e+002	3.5045363e+001	4.8872213e+001	3047
3.3111540e-003	2.0078043e-002	1.3574530e+002	3.4957057e+001	4.8805651e+001	3048
3.3178649e-003	2.0104822e-002	1.3556449e+002	3.4869143e+001	4.8739311e+001	3049
3.3245757e-003	2.0131583e-002	1.3538428e+002	3.4781616e+001	4.8673192e+001	3050
3.3312866e-003	2.0158326e-002	1.3520468e+002	3.4694474e+001	4.8607293e+001	3051
3.3379975e-003	2.0185052e-002	1.3502566e+002	3.4607716e+001	4.8541612e+001	3052
3.3447084e-003	2.0211759e-002	1.3484725e+002	3.4521338e+001	4.8476149e+001	3053
3.3514193e-003	2.0238448e-002	1.3466942e+002	3.4435338e+001	4.8410903e+001	3054
3.3581302e-003	2.0265120e-002	1.3449217e+002	3.4349714e+001	4.8345872e+001	3055
3.3648411e-003	2.0291773e-002	1.3431552e+002	3.4264464e+001	4.8281055e+001	3056
3.3715519e-003	2.0318409e-002	1.3413944e+002	3.4179584e+001	4.8216451e+001	3057
3.3782628e-003	2.0345028e-002	1.3396394e+002	3.4095074e+001	4.8152059e+001	3058
3.3849737e-003	2.0371628e-002	1.3378901e+002	3.4010930e+001	4.8087878e+001	3059
3.3916846e-003	2.0398211e-002	1.3361466e+002	3.3927150e+001	4.8023907e+001	3060
3.3983955e-003	2.0424777e-002	1.3344087e+002	3.3843732e+001	4.7960144e+001	3061
3.4051064e-003	2.0451325e-002	1.3326765e+002	3.3760674e+001	4.7896588e+001	3062
3.4118173e-003	2.0477855e-002	1.3309499e+002	3.3677974e+001	4.7833240e+001	3063
3.4185282e-003	2.0504368e-002	1.3292290e+002	3.3595629e+001	4.7770096e+001	3064
3.4252390e-003	2.0530864e-002	1.3275136e+002	3.3513637e+001	4.7707157e+001	3065
3.4319499e-003	2.0557342e-002	1.3258037e+002	3.3431996e+001	4.7644421e+001	3066
3.4386608e-003	2.0583803e-002	1.3240993e+002	3.3350704e+001	4.7581887e+001	3067
3.4453717e-003	2.0610247e-002	1.3224004e+002	3.3269759e+001	4.7519554e+001	3068
3.4520826e-003	2.0636674e-002	1.3207070e+002	3.3189159e+001	4.7457422e+001	3069
3.4587935e-003	2.0663083e-002	1.3190190e+002	3.3108900e+001	4.7395488e+001	3070
3.4655044e-003	2.0689476e-002	1.3173364e+002	3.3028983e+001	4.7333753e+001	3071
3.4722152e-003	2.0715851e-002	1.3156592e+002	3.2949403e+001	4.7272214e+001	3072
3.4789261e-003	2.0742209e-002	1.3139873e+002	3.2870160e+001	4.7210872e+001	3073
3.4856370e-003	2.0768551e-002	1.3123207e+002	3.2791251e+001	4.7149725e+001	3074
3.4923479e-003	2.0794875e-002	1.3106595e+002	3.2712675e+001	4.7088772e+001	3075
3.4990588e-003	2.0821183e-002	1.3090034e+002	3.2634429e+001	4.7028011e+001	3076
3.5057697e-003	2.0847473e-002	1.3073527e+002	3.2556511e+001	4.6967443e+001	3077
3.5124806e-003	2.0873747e-002	1.3057071e+002	3.2478919e+001	4.6907066e+001	3078
3.5191914e-003	2.0900005e-002	1.3040667e+002	3.2401652e+001	4.6846880e+001	3079
3.5259023e-003	2.0926245e-002	1.3024315e+002	3.2324707e+001	4.6786882e+001	3080
3.5326132e-003	2.0952469e-002	1.3008014e+002	3.2248082e+001	4.6727073e+001	3081
3.5393241e-003	2.0978676e-002	1.2991764e+002	3.2171776e+001	4.6667451e+001	3082
3.5460350e-003	2.1004867e-002	1.2975564e+002	3.2095787e+001	4.6608015e+001	3083
3.5527459e-003	2.1031041e-002	1.2959416e+002	3.2020113e+001	4.6548765e+001	3084
3.5594568e-003	2.1057198e-002	1.2943317e+002	3.1944752e+001	4.6489699e+001	3085
3.5661677e-003	2.1083339e-002	1.2927269e+002	3.1869701e+001	4.6430817e+001	3086
3.5728785e-003	2.1109464e-002	1.2911271e+002	3.1794960e+001	4.6372117e+001	3087
3.5795894e-003	2.1135572e-002	1.2895322e+002	3.1720527e+001	4.6313600e+001	3088
3.5863003e-003	2.1161664e-002	1.2879422e+002	3.1646398e+001	4.6255263e+001	3089
3.5930112e-003	2.1187740e-002	1.2863571e+002	3.1572574e+001	4.6197106e+001	3090
3.5997221e-003	2.1213799e-002	1.2847769e+002	3.1499052e+001	4.6139128e+001	3091
3.6064330e-003	2.1239842e-002	1.2832016e+002	3.1425830e+001	4.6081329e+001	3092
3.6131439e-003	2.1265869e-002	1.2816311e+002	3.1352907e+001	4.6023707e+001	3093
3.6198547e-003	2.1291880e-002	1.2800654e+002	3.1280280e+001	4.5966261e+001	3094
3.6265656e-003	2.1317875e-002	1.2785045e+002	3.1207949e+001	4.5908991e+001	3095
3.6332765e-003	2.1343854e-002	1.2769484e+002	3.1135911e+001	4.5851895e+001	3096
3.6399874e-003	2.1369816e-002	1.2753970e+002	3.1064164e+001	4.5794974e+001	3097
3.6466983e-003	2.1395763e-002	1.2738503e+002	3.0992708e+001	4.5738225e+001	3098
3.6534092e-003	2.1421694e-002	1.2723083e+002	3.0921539e+001	4.5681649e+001	3099
3.6601201e-003	2.1447609e-002	1.2707710e+002	3.0850658e+001	4.5625244e+001	3100
3.6668310e-003	2.1473508e-002	1.2692384e+002	3.0780061e+001	4.5569010e+001	3101
3.6735418e-003	2.1499391e-002	1.2677103e+002	3.0709747e+001	4.5512945e+001	3102
3.6802527e-003	2.1525259e-002	1.2661869e+002	3.0639716e+001	4.5457049e+001	3103
3.6869636e-003	2.1551110e-002	1.2646680e+002	3.0569964e+001	4.5401322e+001	3104
3.6936745e-003	2.1576946e-002	1.2631537e+002	3.0500491e+001	4.5345761e+001	3105
3.7003854e-003	2.1602767e-002	1.2616440e+002	3.0431295e+001	4.5290367e+001	3106
3.7070963e-003	2.1628571e-002	1.2601387e+002	3.0362374e+001	4.5235139e+001	3107
3.7138072e-003	2.1654360e-002	1.2586380e+002	3.0293727e+001	4.5180076e+001	3108
3.7205180e-003	2.1680134e-002	1.2571417e+002	3.0225352e+001	4.5125176e+001	3109
3.7272289e-003	2.1705892e-002	1.2556498e+002	3.0157247e+001	4.5070440e+001	3110
3.7339398e-003	2.1731635e-002	1.2541624e+002	3.0089412e+001	4.5015867e+001	3111
3.7406507e-003	2.1757362e-002	1.2526795e+002	3.0021844e+001	4.4961455e+001	3112
3.7473616e-003	2.1783073e-002	1.2512008e+002	2.9954543e+001	4.4907204e+001	3113
3.7540725e-003	2.1808770e-002	1.2497266e+002	2.9887506e+001	4.4853114e+001	3114
3.7607834e-003	2.1834451e-002	1.2482567e+002	2.9820732e+001	4.4799182e+001	3115
3.7674942e-003	2.1860117e-002	1.2467912e+002	2.9754220e+001	4.4745410e+001	3116
3.7742051e-003	2.1885767e-002	1.2453299e+002	2.9687968e+001	4.4691796e+001	3117
3.7809160e-003	2.1911402e-002	1.2438729e+002	2.9621974e+001	4.4638339e+001	3118
3.7876269e-003	2.1937022e-002	1.2424202e+002	2.9556238e+001	4.4585038e+001	3119
3.7943378e-003	2.1962627e-002	1.2409717e+002	2.9490758e+001	4.4531893e+001	3120
3.8010487e-003	2.1988217e-002	1.2395275e+002	2.9425532e+001	4.4478903e+001	3121
3.8077596e-003	2.2013792e-002	1.2380875e+002	2.9360559e+001	4.4426068e+001	3122
3.8144705e-003	2.2039352e-002	1.2366516e+002	2.9295838e+001	4.4373386e+001	3123
3.8211813e-003	2.2064896e-002	1.2352199e+002	2.9231367e+001	4.4320856e+001	3124
3.8278922e-003	2.2090426e-002	1.2337924e+002	2.9167144e+001	4.4268479e+001	3125
3.8346031e-003	2.2115941e-002	1.2323690e+002	2.9103169e+001	4.4216254e+001	3126
3.8413140e-003	2.2141441e-002	1.2309497e+002	2.9039441e+001	4.4164179e+001	3127
3.8480249e-003	2.2166926e-002	1.2295345e+002	2.8975956e+001	4.4112255e+001	3128
3.8547358e-003	2.2192396e-002	1.2281234e+002	2.8912716e+001	4.4060479e+001	3129
3.8614467e-003	2.2217851e-002	1.2267163e+002	2.8849717e+001	4.4008853e+001	3130
3.8681575e-003	2.2243292e-002	1.2253132e+002	2.8786959e+001	4.3957374e+001	3131
3.8748684e-003	2.2268718e-002	1.2239142e+002	2.8724440e+001	4.3906043e+001	3132
3.8815793e-003	2.2294129e-002	1.2225192e+002	2.8662160e+001	4.3854858e+001	3133
3.8882902e-003	2.2319526e-002	1.2211281e+002	2.8600116e+001	4.3803820e+001	3134
3.8950011e-003	2.2344907e-002	1.2197410e+002	2.8538308e+001	4.3752926e+001	3135
3.9017120e-003	2.2370275e-002	1.2183579e+002	2.8476734e+001	4.3702178e+001	3136
3.9084229e-003	2.2395628e-002	1.2169786e+002	2.8415393e+001	4.3651573e+001	3137
3.9151337e-003	2.2420966e-002	1.2156033e+002	2.8354284e+001	4.3601112e+001	3138
3.9218446e-003	2.2446290e-002	1.2142319e+002	2.8293405e+001	4.3550793e+001	3139
3.9285555e-003	2.2471599e-002	1.2128643e+002	2.8232755e+001	4.3500616e+001	3140
3.9352664e-003	2.2496894e-002	1.2115006e+002	2.8172334e+001	4.3450581e+001	3141
3.9419773e-003	2.2522174e-002	1.2101407e+002	2.8112139e+001	4.3400687e+001	3142
3.9486882e-003	2.2547440e-002	1.2087847e+002	2.8052169e+001	4.3350933e+001	3143
3.9553991e-003	2.2572692e-002	1.2074324e+002	2.7992424e+001	4.3301318e+001	3144
3.9621100e-003	2.2597929e-002	1.2060840e+002	2.7932902e+001	4.3251842e+001	3145
3.9688208e-003	2.2623153e-002	1.2047393e+002	2.7873602e+001	4.3202504e+001	3146
3.9755317e-003	2.2648362e-002	1.2033983e+002	2.7814523e+001	4.3153304e+001	3147
3.9822426e-003	2.2673556e-002	1.2020611e+002	2.7755663e+001	4.3104241e+001	3148
3.9889535e-003	2.2698737e-002	1.2007276e+002	2.7697022e+001	4.3055315e+001	3149
3.9956644e-003	2.2723903e-002	1.1993978e+002	2.7638598e+001	4.3006524e+001	3150
4.0023753e-003	2.2749056e-002	1.1980717e+002	2.7580390e+001	4.2957868e+001	3151
4.0090862e-003	2.2774194e-002	1.1967493e+002	2.7522397e+001	4.2909347e+001	3152
4.0157970e-003	2.2799318e-002	1.1954305e+002	2.7464618e+001	4.2860961e+001	3153
4.0225079e-003	2.2824429e-002	1.1941153e+002	2.7407052e+001	4.2812707e+001	3154
4.0292188e-003	2.2849525e-002	1.1928038e+002	2.7349697e+001	4.2764586e+001	3155
4.0359297e-003	2.2874607e-002	1.1914959e+002	2.7292552e+001	4.2716598e+001	3156
4.0426406e-003	2.2899675e-002	1.1901915e+002	2.7235617e+001	4.2668741e+001	3157
4.0493515e-003	2.2924730e-002	1.1888908e+002	2.7178890e+001	4.2621016e+001	3158
4.0560624e-003	2.2949771e-002	1.1875936e+002	2.7122371e+001	4.2573420e+001	3159
4.0627732e-003	2.2974797e-002	1.1862999e+002	2.7066057e+001	4.2525955e+001	3160
4.0694841e-003	2.2999810e-002	1.1850098e+002	2.7009948e+001	4.2478619e+001	3161
4.0761950e-003	2.3024810e-002	1.1837231e+002	2.6954044e+001	4.2431412e+001	3162
4.0829059e-003	2.3049795e-002	1.1824400e+002	2.6898342e+001	4.2384333e+001	3163
4.0896168e-003	2.3074767e-002	1.1811604e+002	2.6842842e+001	4.2337382e+001	3164
4.0963277e-003	2.3099725e-002	1.1798842e+002	2.6787543e+001	4.2290558e+001	3165
4.1030386e-003	2.3124670e-002	1.1786114e+002	2.6732444e+001	4.2243861e+001	3166
4.1097495e-003	2.3149601e-002	1.1773421e+002	2.6677543e+001	4.2197290e+001	3167
4.1164603e-003	2.3174518e-002	1.1760762e+002	2.6622840e+001	4.2150844e+001	3168
4.1231712e-003	2.3199422e-002	1.1748138e+002	2.6568334e+001	4.2104523e+001	3169
4.1298821e-003	2.3224312e-002	1.1735547e+002	2.6514023e+001	4.2058326e+001	3170
4.1365930e-003	2.3249189e-002	1.1722990e+002	2.6459907e+001	4.2012254e+001	3171
4.1433039e-003	2.3274052e-002	1.1710466e+002	2.6405985e+001	4.1966305e+001	3172
4.1500148e-003	2.3298902e-002	1.1697976e+002	2.6352255e+001	4.1920478e+001	3173
4.1567257e-003	2.3323738e-002	1.1685520e+002	2.6298717e+001	4.1874774e+001	3174
4.1634365e-003	2.3348561e-002	1.1673096e+002	2.6245370e+001	4.1829192e+001	3175
4.1701474e-003	2.3373371e-002	1.1660706e+002	2.6192212e+001	4.1783731e+001	3176
4.1768583e-003	2.3398167e-002	1.1648348e+002	2.6139244e+001	4.1738390e+001	3177
4.1835692e-003	2.3422950e-002	1.1636024e+002	2.6086463e+001	4.1693170e+001	3178
4.1902801e-003	2.3447720e-002	1.1623731e+002	2.6033868e+001	4.1648070e+001	3179
4.1969910e-003	2.3472477e-002	1.1611472e+002	2.5981460e+001	4.1603089e+001	3180
4.2037019e-003	2.3497220e-002	1.1599245e+002	2.5929237e+001	4.1558226e+001	3181
4.2104127e-003	2.3521950e-002	1.1587050e+002	2.5877198e+001	4.1513482e+001	3182
4.2171236e-003	2.3546667e-002	1.1574887e+002	2.5825342e+001	4.1468855e+001	3183
4.2238345e-003	2.3571371e-002	1.1562756e+002	2.5773668e+001	4.1424346e+001	3184
4.2305454e-003	2.3596062e-002	1.1550656e+002	2.5722176e+001	4.1379954e+001	3185
4.2372563e-003	2.3620739e-002	1.1538589e+002	2.5670863e+001	4.1335677e+001	3186
4.2439672e-003	2.3645404e-002	1.1526553e+002	2.5619731e+001	4.1291517e+001	3187
4.2506781e-003	2.3670056e-002	1.1514548e+002	2.5568776e+001	4.1247471e+001	3188
4.2573890e-003	2.3694694e-002	1.1502575e+002	2.5518000e+001	4.1203541e+001	3189
4.2640998e-003	2.3719320e-002	1.1490633e+002	2.5467400e+001	4.1159724e+001	3190
4.2708107e-003	2.3743933e-002	1.1478722e+002	2.5416976e+001	4.1116022e+001	3191
4.2775216e-003	2.3768533e-002	1.1466842e+002	2.5366728e+001	4.1072433e+001	3192
4.2842325e-003	2.3793120e-002	1.1454992e+002	2.5316653e+001	4.1028956e+001	3193
4.2909434e-003	2.3817694e-002	1.1443173e+002	2.5266752e+001	4.0985593e+001	3194
4.2976543e-003	2.3842255e-002	1.1431385e+002	2.5217023e+001	4.0942341e+001	3195
4.3043652e-003	2.3866804e-002	1.1419627e+002	2.5167466e+001	4.0899200e+001	3196
4.3110760e-003	2.3891340e-002	1.1407899e+002	2.5118079e+001	4.0856171e+001	3197
4.3177869e-003	2.3915863e-002	1.1396202e+002	2.5068863e+001	4.0813252e+001	3198
4.3244978e-003	2.3940373e-002	1.1384534e+002	2.5019815e+001	4.0770444e+001	3199
4.3312087e-003	2.3964871e-002	1.1372897e+002	2.4970936e+001	4.0727745e+001	3200
