t'	a(t')	Trad(t')	Tb(t')	z(t')	i
1.2159549e-004	2.4179234e-003	1.1272069e+003	1.0156678e+003	4.1257804e+002	1538
1.2180521e-004	2.4204590e-003	1.1260261e+003	1.0143888e+003	4.1214478e+002	1539
1.2201492e-004	2.4229932e-003	1.1248484e+003	1.0131132e+003	4.1171268e+002	1540
1.2222464e-004	2.4255259e-003	1.1236738e+003	1.0118408e+003	4.1128173e+002	1541
1.2243436e-004	2.4280571e-003	1.1225024e+003	1.0105717e+003	4.1085193e+002	1542
1.2264407e-004	2.4305869e-003	1.1213341e+003	1.0093060e+003	4.1042327e+002	1543
1.2285379e-004	2.4331152e-003	1.1201689e+003	1.0080435e+003	4.0999575e+002	1544
1.2306350e-004	2.4356421e-003	1.1190068e+003	1.0067842e+003	4.0956936e+002	1545
1.2327322e-004	2.4381675e-003	1.1178477e+003	1.0055282e+003	4.0914410e+002	1546
1.2348293e-004	2.4406915e-003	1.1166917e+003	1.0042755e+003	4.0871996e+002	1547
1.2369265e-004	2.4432140e-003	1.1155388e+003	1.0030259e+003	4.0829694e+002	1548
1.2390236e-004	2.4457351e-003	1.1143889e+003	1.0017796e+003	4.0787503e+002	1549
1.2411208e-004	2.4482547e-003	1.1132420e+003	1.0005365e+003	4.0745424e+002	1550
1.2432179e-004	2.4507729e-003	1.1120981e+003	9.9929650e+002	4.0703454e+002	1551
1.2453151e-004	2.4532897e-003	1.1109573e+003	9.9805971e+002	4.0661595e+002	1552
1.2474122e-004	2.4558050e-003	1.1098194e+003	9.9682606e+002	4.0619845e+002	1553
1.2495094e-004	2.4583189e-003	1.1086845e+003	9.9559556e+002	4.0578204e+002	1554
1.2516065e-004	2.4608314e-003	1.1075525e+003	9.9436819e+002	4.0536672e+002	1555
1.2537037e-004	2.4633425e-003	1.1064235e+003	9.9314393e+002	4.0495248e+002	1556
1.2558008e-004	2.4658522e-003	1.1052974e+003	9.9192278e+002	4.0453931e+002	1557
1.2578980e-004	2.4683604e-003	1.1041742e+003	9.9070471e+002	4.0412722e+002	1558
1.2599951e-004	2.4708673e-003	1.1030540e+003	9.8948972e+002	4.0371620e+002	1559
1.2620923e-004	2.4733727e-003	1.1019366e+003	9.8827780e+002	4.0330623e+002	1560
1.2641894e-004	2.4758767e-003	1.1008222e+003	9.8706893e+002	4.0289733e+002	1561
1.2662866e-004	2.4783794e-003	1.0997106e+003	9.8586310e+002	4.0248948e+002	1562
1.2683837e-004	2.4808806e-003	1.0986018e+003	9.8466030e+002	4.0208268e+002	1563
1.2704809e-004	2.4833804e-003	1.0974960e+003	9.8346051e+002	4.0167692e+002	1564
1.2725780e-004	2.4858789e-003	1.0963929e+003	9.8226373e+002	4.0127221e+002	1565
1.2746752e-004	2.4883760e-003	1.0952927e+003	9.8106993e+002	4.0086853e+002	1566
1.2767724e-004	2.4908716e-003	1.0941953e+003	9.7987912e+002	4.0046589e+002	1567
1.2788695e-004	2.4933659e-003	1.0931007e+003	9.7869128e+002	4.0006427e+002	1568
1.2809667e-004	2.4958589e-003	1.0920089e+003	9.7750639e+002	3.9966368e+002	1569
1.2851610e-004	2.5008406e-003	1.0898336e+003	9.7514543e+002	3.9886555e+002	1570
1.2893553e-004	2.5058168e-003	1.0876693e+003	9.7279616e+002	3.9807147e+002	1571
1.2935496e-004	2.5107876e-003	1.0855160e+003	9.7045847e+002	3.9728140e+002	1572
1.2977439e-004	2.5157529e-003	1.0833735e+003	9.6813229e+002	3.9649531e+002	1573
1.3019382e-004	2.5207129e-003	1.0812418e+003	9.6581751e+002	3.9571317e+002	1574
1.3061325e-004	2.5256674e-003	1.0791207e+003	9.6351405e+002	3.9493495e+002	1575
1.3103268e-004	2.5306166e-003	1.0770102e+003	9.6122182e+002	3.9416061e+002	1576
1.3145211e-004	2.5355605e-003	1.0749103e+003	9.5894074e+002	3.9339012e+002	1577
1.3187154e-004	2.5404990e-003	1.0728207e+003	9.5667071e+002	3.9262345e+002	1578
1.3229097e-004	2.5454323e-003	1.0707415e+003	9.5441165e+002	3.9186058e+002	1579
1.3271040e-004	2.5503603e-003	1.0686725e+003	9.5216348e+002	3.9110147e+002	1580
1.3312983e-004	2.5552830e-003	1.0666138e+003	9.4992611e+002	3.9034609e+002	1581
1.3354926e-004	2.5602005e-003	1.0645651e+003	9.4769946e+002	3.8959441e+002	1582
1.3396869e-004	2.5651128e-003	1.0625264e+003	9.4548344e+002	3.8884640e+002	1583
1.3438812e-004	2.5700199e-003	1.0604976e+003	9.4327799e+002	3.8810204e+002	1584
1.3480755e-004	2.5749219e-003	1.0584787e+003	9.4108301e+002	3.8736130e+002	1585
1.3522698e-004	2.5798187e-003	1.0564696e+003	9.3889842e+002	3.8662414e+002	1586
1.3564641e-004	2.5847104e-003	1.0544702e+003	9.3672416e+002	3.8589054e+002	1587
1.3606584e-004	2.5895970e-003	1.0524804e+003	9.3456013e+002	3.8516047e+002	1588
1.3648527e-004	2.5944785e-003	1.0505001e+003	9.3240627e+002	3.8443391e+002	1589
1.3690470e-004	2.5993550e-003	1.0485293e+003	9.3026250e+002	3.8371082e+002	1590
1.3732413e-004	2.6042264e-003	1.0465680e+003	9.2812873e+002	3.8299119e+002	1591
1.3774356e-004	2.6090929e-003	1.0446159e+003	9.2600491e+002	3.8227497e+002	1592
1.3816300e-004	2.6139543e-003	1.0426732e+003	9.2389095e+002	3.8156216e+002	1593
1.3858243e-004	2.6188108e-003	1.0407396e+003	9.2178678e+002	3.8085271e+002	1594
1.3900186e-004	2.6236623e-003	1.0388151e+003	9.1969233e+002	3.8014662e+002	1595
1.3942129e-004	2.6285088e-003	1.0368997e+003	9.1760753e+002	3.7944384e+002	1596
1.3984072e-004	2.6333505e-003	1.0349932e+003	9.1553230e+002	3.7874436e+002	1597
1.4026015e-004	2.6381873e-003	1.0330957e+003	9.1346658e+002	3.7804815e+002	1598
1.4067958e-004	2.6430192e-003	1.0312071e+003	9.1141030e+002	3.7735518e+002	1599
1.4109901e-004	2.6478462e-003	1.0293272e+003	9.0936339e+002	3.7666544e+002	1600
1.4151844e-004	2.6526684e-003	1.0274560e+003	9.0732577e+002	3.7597889e+002	1601
1.4193787e-004	2.6574858e-003	1.0255934e+003	9.0529740e+002	3.7529552e+002	1602
1.4235730e-004	2.6622984e-003	1.0237395e+003	9.0327818e+002	3.7461530e+002	1603
1.4277673e-004	2.6671062e-003	1.0218941e+003	9.0126807e+002	3.7393820e+002	1604
1.4319616e-004	2.6719093e-003	1.0200571e+003	8.9926700e+002	3.7326421e+002	1605
1.4361559e-004	2.6767076e-003	1.0182285e+003	8.9727490e+002	3.7259329e+002	1606
1.4403502e-004	2.6815012e-003	1.0164083e+003	8.9529170e+002	3.7192544e+002	1607
1.4445445e-004	2.6862900e-003	1.0145963e+003	8.9331735e+002	3.7126062e+002	1608
1.4487388e-004	2.6910742e-003	1.0127926e+003	8.9135178e+002	3.7059881e+002	1609
1.4529331e-004	2.6958538e-003	1.0109970e+003	8.8939493e+002	3.6994000e+002	1610
1.4571274e-004	2.7006287e-003	1.0092095e+003	8.8744674e+002	3.6928415e+002	1611
1.4613217e-004	2.7053989e-003	1.0074300e+003	8.8550715e+002	3.6863126e+002	1612
1.4655160e-004	2.7101646e-003	1.0056585e+003	8.8357609e+002	3.6798128e+002	1613
1.4697103e-004	2.7149256e-003	1.0038949e+003	8.8165352e+002	3.6733422e+002	1614
1.4739046e-004	2.7196821e-003	1.0021392e+003	8.7973936e+002	3.6669004e+002	1615
1.4780989e-004	2.7244340e-003	1.0003913e+003	8.7783356e+002	3.6604872e+002	1616
1.4822932e-004	2.7291813e-003	9.9865112e+002	8.7593606e+002	3.6541025e+002	1617
1.4864876e-004	2.7339242e-003	9.9691866e+002	8.7404681e+002	3.6477459e+002	1618
1.4906819e-004	2.7386625e-003	9.9519383e+002	8.7216574e+002	3.6414175e+002	1619
1.4948762e-004	2.7433963e-003	9.9347658e+002	8.7029281e+002	3.6351168e+002	1620
1.4990705e-004	2.7481257e-003	9.9176687e+002	8.6842795e+002	3.6288438e+002	1621
1.5032648e-004	2.7528506e-003	9.9006464e+002	8.6657112e+002	3.6225982e+002	1622
1.5074591e-004	2.7575710e-003	9.8836983e+002	8.6472225e+002	3.6163799e+002	1623
1.5116534e-004	2.7622871e-003	9.8668239e+002	8.6288129e+002	3.6101886e+002	1624
1.5158477e-004	2.7669987e-003	9.8500228e+002	8.6104820e+002	3.6040241e+002	1625
1.5200420e-004	2.7717059e-003	9.8332944e+002	8.5922290e+002	3.5978864e+002	1626
1.5242363e-004	2.7764087e-003	9.8166381e+002	8.5740536e+002	3.5917751e+002	1627
1.5284306e-004	2.7811072e-003	9.8000536e+002	8.5559553e+002	3.5856902e+002	1628
1.5326249e-004	2.7858014e-003	9.7835403e+002	8.5379334e+002	3.5796314e+002	1629
1.5368192e-004	2.7904912e-003	9.7670977e+002	8.5199875e+002	3.5735985e+002	1630
1.5410135e-004	2.7951767e-003	9.7507253e+002	8.5021170e+002	3.5675914e+002	1631
1.5452078e-004	2.7998579e-003	9.7344226e+002	8.4843215e+002	3.5616098e+002	1632
1.5494021e-004	2.8045348e-003	9.7181892e+002	8.4666006e+002	3.5556537e+002	1633
1.5535964e-004	2.8092075e-003	9.7020246e+002	8.4489536e+002	3.5497228e+002	1634
1.5577907e-004	2.8138759e-003	9.6859283e+002	8.4313800e+002	3.5438170e+002	1635
1.5619850e-004	2.8185401e-003	9.6698998e+002	8.4138795e+002	3.5379361e+002	1636
1.5661793e-004	2.8232000e-003	9.6539388e+002	8.3964516e+002	3.5320799e+002	1637
1.5703736e-004	2.8278558e-003	9.6380446e+002	8.3790957e+002	3.5262483e+002	1638
1.5745679e-004	2.8325073e-003	9.6222170e+002	8.3618113e+002	3.5204410e+002	1639
1.5787622e-004	2.8371547e-003	9.6064554e+002	8.3445981e+002	3.5146580e+002	1640
1.5829565e-004	2.8417979e-003	9.5907594e+002	8.3274556e+002	3.5088991e+002	1641
1.5871508e-004	2.8464370e-003	9.5751285e+002	8.3103832e+002	3.5031640e+002	1642
1.5913452e-004	2.8510719e-003	9.5595624e+002	8.2933806e+002	3.4974527e+002	1643
1.5955395e-004	2.8557028e-003	9.5440606e+002	8.2764473e+002	3.4917650e+002	1644
1.5997338e-004	2.8603295e-003	9.5286226e+002	8.2595828e+002	3.4861007e+002	1645
1.6039281e-004	2.8649521e-003	9.5132480e+002	8.2427868e+002	3.4804597e+002	1646
1.6081224e-004	2.8695707e-003	9.4979365e+002	8.2260587e+002	3.4748419e+002	1647
1.6123167e-004	2.8741852e-003	9.4826875e+002	8.2093982e+002	3.4692469e+002	1648
1.6165110e-004	2.8787956e-003	9.4675008e+002	8.1928048e+002	3.4636748e+002	1649
1.6207053e-004	2.8834021e-003	9.4523758e+002	8.1762780e+002	3.4581254e+002	1650
1.6248996e-004	2.8880045e-003	9.4373122e+002	8.1598175e+002	3.4525985e+002	1651
1.6290939e-004	2.8926029e-003	9.4223096e+002	8.1434229e+002	3.4470940e+002	1652
1.6332882e-004	2.8971973e-003	9.4073675e+002	8.1270937e+002	3.4416116e+002	1653
1.6374825e-004	2.9017878e-003	9.3924857e+002	8.1108295e+002	3.4361514e+002	1654
1.6416768e-004	2.9063742e-003	9.3776636e+002	8.0946299e+002	3.4307131e+002	1655
1.6458711e-004	2.9109568e-003	9.3629009e+002	8.0784945e+002	3.4252966e+002	1656
1.6500654e-004	2.9155354e-003	9.3481973e+002	8.0624230e+002	3.4199018e+002	1657
1.6542597e-004	2.9201101e-003	9.3335523e+002	8.0464148e+002	3.4145285e+002	1658
1.6584540e-004	2.9246808e-003	9.3189656e+002	8.0304696e+002	3.4091765e+002	1659
1.6626483e-004	2.9292477e-003	9.3044367e+002	8.0145871e+002	3.4038458e+002	1660
1.6668426e-004	2.9338107e-003	9.2899654e+002	7.9987668e+002	3.3985362e+002	1661
1.6710369e-004	2.9383698e-003	9.2755513e+002	7.9830083e+002	3.3932476e+002	1662
1.6752312e-004	2.9429251e-003	9.2611939e+002	7.9673114e+002	3.3879798e+002	1663
1.6794255e-004	2.9474765e-003	9.2468930e+002	7.9516755e+002	3.3827327e+002	1664
1.6836198e-004	2.9520241e-003	9.2326481e+002	7.9361003e+002	3.3775062e+002	1665
1.6878141e-004	2.9565679e-003	9.2184590e+002	7.9205855e+002	3.3723001e+002	1666
1.6920084e-004	2.9611079e-003	9.2043252e+002	7.9051307e+002	3.3671144e+002	1667
1.6962028e-004	2.9656441e-003	9.1902465e+002	7.8897355e+002	3.3619488e+002	1668
1.7003971e-004	2.9701765e-003	9.1762225e+002	7.8743995e+002	3.3568033e+002	1669
1.7045914e-004	2.9747051e-003	9.1622527e+002	7.8591225e+002	3.3516778e+002	1670
1.7087857e-004	2.9792300e-003	9.1483370e+002	7.8439040e+002	3.3465720e+002	1671
1.7129800e-004	2.9837511e-003	9.1344750e+002	7.8287437e+002	3.3414860e+002	1672
1.7171743e-004	2.9882685e-003	9.1206663e+002	7.8136412e+002	3.3364195e+002	1673
1.7213686e-004	2.9927822e-003	9.1069105e+002	7.7985962e+002	3.3313724e+002	1674
1.7255629e-004	2.9972922e-003	9.0932075e+002	7.7836084e+002	3.3263447e+002	1675
1.7297572e-004	3.0017985e-003	9.0795568e+002	7.7686774e+002	3.3213362e+002	1676
1.7339515e-004	3.0063011e-003	9.0659581e+002	7.7538029e+002	3.3163468e+002	1677
1.7381458e-004	3.0108001e-003	9.0524111e+002	7.7389845e+002	3.3113763e+002	1678
1.7423401e-004	3.0152954e-003	9.0389155e+002	7.7242219e+002	3.3064247e+002	1679
1.7465344e-004	3.0197870e-003	9.0254710e+002	7.7095148e+002	3.3014918e+002	1680
1.7507287e-004	3.0242750e-003	9.0120773e+002	7.6948629e+002	3.2965776e+002	1681
1.7549230e-004	3.0287594e-003	8.9987340e+002	7.6802658e+002	3.2916819e+002	1682
1.7591173e-004	3.0332402e-003	8.9854408e+002	7.6657231e+002	3.2868046e+002	1683
1.7633116e-004	3.0377173e-003	8.9721975e+002	7.6512347e+002	3.2819455e+002	1684
1.7675059e-004	3.0421909e-003	8.9590038e+002	7.6368001e+002	3.2771047e+002	1685
1.7717002e-004	3.0466609e-003	8.9458593e+002	7.6224191e+002	3.2722819e+002	1686
1.7758945e-004	3.0511274e-003	8.9327638e+002	7.6080914e+002	3.2674771e+002	1687
1.7800888e-004	3.0555903e-003	8.9197169e+002	7.5938166e+002	3.2626901e+002	1688
1.7842831e-004	3.0600496e-003	8.9067184e+002	7.5795944e+002	3.2579209e+002	1689
1.7884774e-004	3.0645054e-003	8.8937679e+002	7.5654245e+002	3.2531693e+002	1690
1.7926717e-004	3.0689577e-003	8.8808653e+002	7.5513067e+002	3.2484352e+002	1691
1.7968660e-004	3.0734065e-003	8.8680101e+002	7.5372406e+002	3.2437186e+002	1692
1.8010604e-004	3.0778518e-003	8.8552022e+002	7.5232259e+002	3.2390193e+002	1693
1.8052547e-004	3.0822936e-003	8.8424413e+002	7.5092624e+002	3.2343373e+002	1694
1.8094490e-004	3.0867319e-003	8.8297270e+002	7.4953497e+002	3.2296723e+002	1695
1.8136433e-004	3.0911668e-003	8.8170591e+002	7.4814875e+002	3.2250244e+002	1696
1.8178376e-004	3.0955982e-003	8.8044373e+002	7.4676757e+002	3.2203934e+002	1697
1.8220319e-004	3.1000261e-003	8.7918614e+002	7.4539138e+002	3.2157793e+002	1698
1.8262262e-004	3.1044506e-003	8.7793311e+002	7.4402016e+002	3.2111818e+002	1699
1.8304205e-004	3.1088717e-003	8.7668460e+002	7.4265388e+002	3.2066010e+002	1700
1.8346148e-004	3.1132894e-003	8.7544061e+002	7.4129252e+002	3.2020367e+002	1701
1.8388091e-004	3.1177037e-003	8.7420109e+002	7.3993604e+002	3.1974889e+002	1702
1.8430034e-004	3.1221146e-003	8.7296603e+002	7.3858443e+002	3.1929574e+002	1703
1.8471977e-004	3.1265221e-003	8.7173540e+002	7.3723764e+002	3.1884421e+002	1704
1.8513920e-004	3.1309263e-003	8.7050916e+002	7.3589566e+002	3.1839430e+002	1705
1.8555863e-004	3.1353270e-003	8.6928731e+002	7.3455846e+002	3.1794599e+002	1706
1.8597806e-004	3.1397245e-003	8.6806980e+002	7.3322601e+002	3.1749929e+002	1707
1.8639749e-004	3.1441186e-003	8.6685663e+002	7.3189829e+002	3.1705416e+002	1708
1.8681692e-004	3.1485093e-003	8.6564775e+002	7.3057527e+002	3.1661062e+002	1709
1.8723635e-004	3.1528967e-003	8.6444315e+002	7.2925692e+002	3.1616865e+002	1710
1.8765578e-004	3.1572809e-003	8.6324281e+002	7.2794321e+002	3.1572824e+002	1711
1.8807521e-004	3.1616617e-003	8.6204669e+002	7.2663413e+002	3.1528937e+002	1712
1.8849464e-004	3.1660392e-003	8.6085478e+002	7.2532965e+002	3.1485206e+002	1713
1.8891407e-004	3.1704135e-003	8.5966705e+002	7.2402973e+002	3.1441627e+002	1714
1.8933350e-004	3.1747845e-003	8.5848348e+002	7.2273437e+002	3.1398201e+002	1715
1.8975293e-004	3.1791522e-003	8.5730404e+002	7.2144352e+002	3.1354927e+002	1716
1.9017236e-004	3.1835166e-003	8.5612871e+002	7.2015717e+002	3.1311804e+002	1717
1.9059180e-004	3.1878779e-003	8.5495747e+002	7.1887530e+002	3.1268830e+002	1718
1.9101123e-004	3.1922359e-003	8.5379030e+002	7.1759787e+002	3.1226006e+002	1719
1.9143066e-004	3.1965906e-003	8.5262717e+002	7.1632487e+002	3.1183330e+002	1720
1.9185009e-004	3.2009422e-003	8.5146805e+002	7.1505627e+002	3.1140802e+002	1721
1.9226952e-004	3.2052905e-003	8.5031294e+002	7.1379204e+002	3.1098420e+002	1722
1.9268895e-004	3.2096357e-003	8.4916180e+002	7.1253217e+002	3.1056184e+002	1723
1.9310838e-004	3.2139776e-003	8.4801461e+002	7.1127663e+002	3.1014093e+002	1724
1.9352781e-004	3.2183164e-003	8.4687136e+002	7.1002540e+002	3.0972147e+002	1725
1.9394724e-004	3.2226520e-003	8.4573201e+002	7.0877845e+002	3.0930343e+002	1726
1.9436667e-004	3.2269845e-003	8.4459655e+002	7.0753576e+002	3.0888683e+002	1727
1.9478610e-004	3.2313138e-003	8.4346496e+002	7.0629731e+002	3.0847164e+002	1728
1.9520553e-004	3.2356400e-003	8.4233722e+002	7.0506307e+002	3.0805787e+002	1729
1.9562496e-004	3.2399630e-003	8.4121330e+002	7.0383303e+002	3.0764550e+002	1730
1.9604439e-004	3.2442830e-003	8.4009318e+002	7.0260717e+002	3.0723452e+002	1731
1.9646382e-004	3.2485998e-003	8.3897685e+002	7.0138545e+002	3.0682493e+002	1732
1.9688325e-004	3.2529135e-003	8.3786428e+002	7.0016785e+002	3.0641672e+002	1733
1.9730268e-004	3.2572241e-003	8.3675545e+002	6.9895437e+002	3.0600989e+002	1734
1.9772211e-004	3.2615316e-003	8.3565034e+002	6.9774497e+002	3.0560442e+002	1735
1.9814154e-004	3.2658361e-003	8.3454893e+002	6.9653963e+002	3.0520031e+002	1736
1.9856097e-004	3.2701374e-003	8.3345121e+002	6.9533833e+002	3.0479754e+002	1737
1.9898040e-004	3.2744358e-003	8.3235715e+002	6.9414106e+002	3.0439613e+002	1738
1.9939983e-004	3.2787310e-003	8.3126673e+002	6.9294779e+002	3.0399605e+002	1739
1.9981926e-004	3.2830232e-003	8.3017993e+002	6.9175849e+002	3.0359730e+002	1740
2.0023869e-004	3.2873124e-003	8.2909673e+002	6.9057315e+002	3.0319987e+002	1741
2.0065812e-004	3.2915986e-003	8.2801712e+002	6.8939175e+002	3.0280375e+002	1742
2.0107756e-004	3.2958817e-003	8.2694108e+002	6.8821427e+002	3.0240895e+002	1743
2.0149699e-004	3.3001619e-003	8.2586858e+002	6.8704069e+002	3.0201544e+002	1744
2.0191642e-004	3.3044390e-003	8.2479961e+002	6.8587099e+002	3.0162323e+002	1745
2.0233585e-004	3.3087131e-003	8.2373415e+002	6.8470514e+002	3.0123231e+002	1746
2.0275528e-004	3.3129843e-003	8.2267218e+002	6.8354313e+002	3.0084266e+002	1747
2.0317471e-004	3.3172525e-003	8.2161367e+002	6.8238494e+002	3.0045429e+002	1748
2.0359414e-004	3.3215177e-003	8.2055863e+002	6.8123055e+002	3.0006719e+002	1749
2.0401357e-004	3.3257799e-003	8.1950702e+002	6.8007994e+002	2.9968135e+002	1750
2.0443300e-004	3.3300393e-003	8.1845882e+002	6.7893309e+002	2.9929676e+002	1751
2.0485243e-004	3.3342956e-003	8.1741403e+002	6.7778998e+002	2.9891342e+002	1752
2.0527186e-004	3.3385490e-003	8.1637261e+002	6.7665059e+002	2.9853132e+002	1753
2.0569129e-004	3.3427995e-003	8.1533456e+002	6.7551491e+002	2.9815045e+002	1754
2.0611072e-004	3.3470471e-003	8.1429986e+002	6.7438291e+002	2.9777082e+002	1755
2.0653015e-004	3.3512918e-003	8.1326849e+002	6.7325458e+002	2.9739240e+002	1756
2.0694958e-004	3.3555335e-003	8.1224043e+002	6.7212990e+002	2.9701520e+002	1757
2.0736901e-004	3.3597724e-003	8.1121566e+002	6.7100885e+002	2.9663921e+002	1758
2.0778844e-004	3.3640084e-003	8.1019417e+002	6.6989141e+002	2.9626442e+002	1759
2.0820787e-004	3.3682415e-003	8.0917595e+002	6.6877756e+002	2.9589083e+002	1760
2.0862730e-004	3.3724717e-003	8.0816096e+002	6.6766729e+002	2.9551842e+002	1761
2.0904673e-004	3.3766991e-003	8.0714921e+002	6.6656058e+002	2.9514721e+002	1762
2.0946616e-004	3.3809236e-003	8.0614066e+002	6.6545741e+002	2.9477717e+002	1763
2.0988559e-004	3.3851453e-003	8.0513531e+002	6.6435776e+002	2.9440830e+002	1764
2.1030502e-004	3.3893641e-003	8.0413314e+002	6.6326161e+002	2.9404060e+002	1765
2.1072445e-004	3.3935801e-003	8.0313414e+002	6.6216896e+002	2.9367405e+002	1766
2.1114388e-004	3.3977932e-003	8.0213827e+002	6.6107978e+002	2.9330867e+002	1767
2.1156332e-004	3.4020036e-003	8.0114554e+002	6.5999405e+002	2.9294443e+002	1768
2.1198275e-004	3.4062111e-003	8.0015592e+002	6.5891176e+002	2.9258133e+002	1769
2.1240218e-004	3.4104158e-003	7.9916941e+002	6.5783288e+002	2.9221937e+002	1770
2.1282161e-004	3.4146178e-003	7.9818597e+002	6.5675742e+002	2.9185855e+002	1771
2.1324104e-004	3.4188169e-003	7.9720560e+002	6.5568534e+002	2.9149885e+002	1772
2.1366047e-004	3.4230133e-003	7.9622829e+002	6.5461663e+002	2.9114026e+002	1773
2.1407990e-004	3.4272069e-003	7.9525401e+002	6.5355127e+002	2.9078280e+002	1774
2.1449933e-004	3.4313977e-003	7.9428275e+002	6.5248925e+002	2.9042644e+002	1775
2.1491876e-004	3.4355857e-003	7.9331450e+002	6.5143056e+002	2.9007118e+002	1776
2.1533819e-004	3.4397711e-003	7.9234925e+002	6.5037517e+002	2.8971702e+002	1777
2.1575762e-004	3.4439536e-003	7.9138696e+002	6.4932307e+002	2.8936396e+002	1778
2.1617705e-004	3.4481334e-003	7.9042765e+002	6.4827424e+002	2.8901198e+002	1779
2.1659648e-004	3.4523105e-003	7.8947127e+002	6.4722867e+002	2.8866108e+002	1780
2.1701591e-004	3.4564849e-003	7.8851784e+002	6.4618635e+002	2.8831126e+002	1781
2.1743534e-004	3.4606566e-003	7.8756731e+002	6.4514725e+002	2.8796251e+002	1782
2.1785477e-004	3.4648255e-003	7.8661970e+002	6.4411137e+002	2.8761482e+002	1783
2.1827420e-004	3.4689918e-003	7.8567497e+002	6.4307868e+002	2.8726820e+002	1784
2.1869363e-004	3.4731553e-003	7.8473312e+002	6.4204917e+002	2.8692263e+002	1785
2.1911306e-004	3.4773162e-003	7.8379413e+002	6.4102283e+002	2.8657811e+002	1786
2.1953249e-004	3.4814743e-003	7.8285799e+002	6.3999964e+002	2.8623463e+002	1787
2.1995192e-004	3.4856298e-003	7.8192468e+002	6.3897958e+002	2.8589220e+002	1788
2.2037135e-004	3.4897827e-003	7.8099419e+002	6.3796265e+002	2.8555080e+002	1789
2.2079078e-004	3.4939328e-003	7.8006651e+002	6.3694882e+002	2.8521042e+002	1790
2.2121021e-004	3.4980804e-003	7.7914162e+002	6.3593809e+002	2.8487108e+002	1791
2.2162964e-004	3.5022252e-003	7.7821951e+002	6.3493043e+002	2.8453275e+002	1792
2.2204908e-004	3.5063675e-003	7.7730016e+002	6.3392583e+002	2.8419544e+002	1793
2.2246851e-004	3.5105070e-003	7.7638357e+002	6.3292429e+002	2.8385913e+002	1794
2.2288794e-004	3.5146440e-003	7.7546972e+002	6.3192578e+002	2.8352384e+002	1795
2.2330737e-004	3.5187784e-003	7.7455859e+002	6.3093029e+002	2.8318954e+002	1796
2.2372680e-004	3.5229101e-003	7.7365017e+002	6.2993780e+002	2.8285624e+002	1797
2.2414623e-004	3.5270392e-003	7.7274446e+002	6.2894831e+002	2.8252393e+002	1798
2.2456566e-004	3.5311657e-003	7.7184143e+002	6.2796180e+002	2.8219260e+002	1799
2.2498509e-004	3.5352897e-003	7.7094107e+002	6.2697825e+002	2.8186225e+002	1800
2.2540452e-004	3.5394110e-003	7.7004338e+002	6.2599765e+002	2.8153289e+002	1801
2.2582395e-004	3.5435297e-003	7.6914833e+002	6.2501999e+002	2.8120449e+002	1802
2.2624338e-004	3.5476459e-003	7.6825593e+002	6.2404525e+002	2.8087706e+002	1803
2.2666281e-004	3.5517595e-003	7.6736614e+002	6.2307343e+002	2.8055059e+002	1804
2.2708224e-004	3.5558706e-003	7.6647896e+002	6.2210450e+002	2.8022508e+002	1805
2.2750167e-004	3.5599791e-003	7.6559439e+002	6.2113845e+002	2.7990053e+002	1806
2.2792110e-004	3.5640850e-003	7.6471240e+002	6.2017527e+002	2.7957692e+002	1807
2.2834053e-004	3.5681884e-003	7.6383299e+002	6.1921495e+002	2.7925426e+002	1808
2.2875996e-004	3.5722893e-003	7.6295613e+002	6.1825748e+002	2.7893254e+002	1809
2.2917939e-004	3.5763876e-003	7.6208183e+002	6.1730284e+002	2.7861175e+002	1810
2.2959882e-004	3.5804834e-003	7.6121007e+002	6.1635101e+002	2.7829190e+002	1811
2.3001825e-004	3.5845767e-003	7.6034083e+002	6.1540199e+002	2.7797297e+002	1812
2.3043768e-004	3.5886674e-003	7.5947411e+002	6.1445577e+002	2.7765496e+002	1813
2.3085711e-004	3.5927557e-003	7.5860989e+002	6.1351232e+002	2.7733788e+002	1814
2.3127654e-004	3.5968415e-003	7.5774816e+002	6.1257164e+002	2.7702171e+002	1815
2.3169597e-004	3.6009247e-003	7.5688891e+002	6.1163372e+002	2.7670644e+002	1816
2.3211540e-004	3.6050055e-003	7.5603213e+002	6.1069854e+002	2.7639209e+002	1817
2.3253484e-004	3.6090838e-003	7.5517781e+002	6.0976609e+002	2.7607863e+002	1818
2.3295427e-004	3.6131596e-003	7.5432593e+002	6.0883636e+002	2.7576607e+002	1819
2.3337370e-004	3.6172330e-003	7.5347649e+002	6.0790934e+002	2.7545441e+002	1820
2.3379313e-004	3.6213039e-003	7.5262947e+002	6.0698501e+002	2.7514363e+002	1821
2.3421256e-004	3.6253723e-003	7.5178486e+002	6.0606336e+002	2.7483374e+002	1822
2.3463199e-004	3.6294383e-003	7.5094265e+002	6.0514438e+002	2.7452473e+002	1823
2.3505142e-004	3.6335018e-003	7.5010284e+002	6.0422806e+002	2.7421660e+002	1824
2.3547085e-004	3.6375629e-003	7.4926540e+002	6.0331439e+002	2.7390934e+002	1825
2.3589028e-004	3.6416215e-003	7.4843033e+002	6.0240335e+002	2.7360295e+002	1826
2.3630971e-004	3.6456778e-003	7.4759762e+002	6.0149493e+002	2.7329742e+002	1827
2.3672914e-004	3.6497315e-003	7.4676725e+002	6.0058913e+002	2.7299275e+002	1828
