t'	a(t')	Trad(t')	Tb(t')	z(t')	i
9.16511e-005	1.89291e-003	1.43984e+003	2.23860e+002	5.27286e+002	10897
9.16730e-005	1.89320e-003	1.43963e+003	2.23794e+002	5.27207e+002	10898
9.16948e-005	1.89348e-003	1.43941e+003	2.23727e+002	5.27128e+002	10899
9.17167e-005	1.89376e-003	1.43920e+003	2.23660e+002	5.27050e+002	10900
9.17386e-005	1.89404e-003	1.43898e+003	2.23593e+002	5.26971e+002	10901
9.17604e-005	1.89433e-003	1.43877e+003	2.23527e+002	5.26892e+002	10902
9.17823e-005	1.89461e-003	1.43856e+003	2.23460e+002	5.26813e+002	10903
9.18042e-005	1.89489e-003	1.43834e+003	2.23393e+002	5.26735e+002	10904
9.18260e-005	1.89517e-003	1.43813e+003	2.23327e+002	5.26656e+002	10905
9.18479e-005	1.89546e-003	1.43791e+003	2.23260e+002	5.26578e+002	10906
9.18698e-005	1.89574e-003	1.43770e+003	2.23194e+002	5.26499e+002	10907
9.18917e-005	1.89602e-003	1.43748e+003	2.23127e+002	5.26421e+002	10908
9.19135e-005	1.89630e-003	1.43727e+003	2.23061e+002	5.26342e+002	10909
9.19354e-005	1.89658e-003	1.43706e+003	2.22995e+002	5.26264e+002	10910
9.19573e-005	1.89687e-003	1.43684e+003	2.22928e+002	5.26185e+002	10911
9.19791e-005	1.89715e-003	1.43663e+003	2.22862e+002	5.26107e+002	10912
9.20010e-005	1.89743e-003	1.43642e+003	2.22796e+002	5.26028e+002	10913
9.20229e-005	1.89771e-003	1.43620e+003	2.22729e+002	5.25950e+002	10914
9.20447e-005	1.89800e-003	1.43599e+003	2.22663e+002	5.25872e+002	10915
9.20666e-005	1.89828e-003	1.43578e+003	2.22597e+002	5.25793e+002	10916
9.20885e-005	1.89856e-003	1.43556e+003	2.22531e+002	5.25715e+002	10917
9.21104e-005	1.89884e-003	1.43535e+003	2.22465e+002	5.25637e+002	10918
9.21322e-005	1.89912e-003	1.43514e+003	2.22399e+002	5.25559e+002	10919
9.21541e-005	1.89941e-003	1.43492e+003	2.22333e+002	5.25480e+002	10920
9.21760e-005	1.89969e-003	1.43471e+003	2.22267e+002	5.25402e+002	10921
9.21978e-005	1.89997e-003	1.43450e+003	2.22201e+002	5.25324e+002	10922
9.22197e-005	1.90025e-003	1.43428e+003	2.22135e+002	5.25246e+002	10923
9.22416e-005	1.90053e-003	1.43407e+003	2.22069e+002	5.25168e+002	10924
9.22634e-005	1.90082e-003	1.43386e+003	2.22003e+002	5.25090e+002	10925
9.22853e-005	1.90110e-003	1.43365e+003	2.21937e+002	5.25012e+002	10926
9.23072e-005	1.90138e-003	1.43343e+003	2.21871e+002	5.24934e+002	10927
9.23291e-005	1.90166e-003	1.43322e+003	2.21806e+002	5.24856e+002	10928
9.23509e-005	1.90194e-003	1.43301e+003	2.21740e+002	5.24778e+002	10929
9.23728e-005	1.90222e-003	1.43280e+003	2.21674e+002	5.24700e+002	10930
9.23947e-005	1.90251e-003	1.43258e+003	2.21609e+002	5.24622e+002	10931
9.24165e-005	1.90279e-003	1.43237e+003	2.21543e+002	5.24545e+002	10932
9.24384e-005	1.90307e-003	1.43216e+003	2.21477e+002	5.24467e+002	10933
9.24603e-005	1.90335e-003	1.43195e+003	2.21412e+002	5.24389e+002	10934
9.24821e-005	1.90363e-003	1.43174e+003	2.21346e+002	5.24311e+002	10935
9.25040e-005	1.90392e-003	1.43152e+003	2.21281e+002	5.24233e+002	10936
9.25259e-005	1.90420e-003	1.43131e+003	2.21215e+002	5.24156e+002	10937
9.25478e-005	1.90448e-003	1.43110e+003	2.21150e+002	5.24078e+002	10938
9.25696e-005	1.90476e-003	1.43089e+003	2.21085e+002	5.24000e+002	10939
9.25915e-005	1.90504e-003	1.43068e+003	2.21019e+002	5.23923e+002	10940
9.26134e-005	1.90532e-003	1.43047e+003	2.20954e+002	5.23845e+002	10941
9.26352e-005	1.90560e-003	1.43025e+003	2.20889e+002	5.23768e+002	10942
9.26571e-005	1.90589e-003	1.43004e+003	2.20823e+002	5.23690e+002	10943
9.26790e-005	1.90617e-003	1.42983e+003	2.20758e+002	5.23613e+002	10944
9.27008e-005	1.90645e-003	1.42962e+003	2.20693e+002	5.23535e+002	10945
9.27227e-005	1.90673e-003	1.42941e+003	2.20628e+002	5.23458e+002	10946
9.27446e-005	1.90701e-003	1.42920e+003	2.20563e+002	5.23380e+002	10947
9.27665e-005	1.90729e-003	1.42899e+003	2.20498e+002	5.23303e+002	10948
9.27883e-005	1.90758e-003	1.42878e+003	2.20432e+002	5.23226e+002	10949
9.28102e-005	1.90786e-003	1.42857e+003	2.20367e+002	5.23148e+002	10950
9.28321e-005	1.90814e-003	1.42836e+003	2.20302e+002	5.23071e+002	10951
9.28539e-005	1.90842e-003	1.42815e+003	2.20238e+002	5.22994e+002	10952
9.28758e-005	1.90870e-003	1.42793e+003	2.20173e+002	5.22917e+002	10953
9.28977e-005	1.90898e-003	1.42772e+003	2.20108e+002	5.22839e+002	10954
9.29195e-005	1.90926e-003	1.42751e+003	2.20043e+002	5.22762e+002	10955
9.29414e-005	1.90954e-003	1.42730e+003	2.19978e+002	5.22685e+002	10956
9.29633e-005	1.90983e-003	1.42709e+003	2.19913e+002	5.22608e+002	10957
9.29852e-005	1.91011e-003	1.42688e+003	2.19849e+002	5.22531e+002	10958
9.30070e-005	1.91039e-003	1.42667e+003	2.19784e+002	5.22454e+002	10959
9.30289e-005	1.91067e-003	1.42646e+003	2.19719e+002	5.22377e+002	10960
9.30508e-005	1.91095e-003	1.42625e+003	2.19654e+002	5.22300e+002	10961
9.30726e-005	1.91123e-003	1.42604e+003	2.19590e+002	5.22223e+002	10962
9.30945e-005	1.91151e-003	1.42583e+003	2.19525e+002	5.22146e+002	10963
9.31164e-005	1.91179e-003	1.42562e+003	2.19461e+002	5.22069e+002	10964
9.31382e-005	1.91207e-003	1.42541e+003	2.19396e+002	5.21992e+002	10965
9.31601e-005	1.91236e-003	1.42521e+003	2.19332e+002	5.21915e+002	10966
9.31820e-005	1.91264e-003	1.42500e+003	2.19267e+002	5.21838e+002	10967
9.32039e-005	1.91292e-003	1.42479e+003	2.19203e+002	5.21762e+002	10968
9.32257e-005	1.91320e-003	1.42458e+003	2.19138e+002	5.21685e+002	10969
9.32476e-005	1.91348e-003	1.42437e+003	2.19074e+002	5.21608e+002	10970
9.32695e-005	1.91376e-003	1.42416e+003	2.19010e+002	5.21531e+002	10971
9.32913e-005	1.91404e-003	1.42395e+003	2.18946e+002	5.21455e+002	10972
9.33132e-005	1.91432e-003	1.42374e+003	2.18881e+002	5.21378e+002	10973
9.33351e-005	1.91460e-003	1.42353e+003	2.18817e+002	5.21301e+002	10974
9.33569e-005	1.91488e-003	1.42332e+003	2.18753e+002	5.21225e+002	10975
9.33788e-005	1.91517e-003	1.42311e+003	2.18689e+002	5.21148e+002	10976
9.34007e-005	1.91545e-003	1.42291e+003	2.18625e+002	5.21072e+002	10977
9.34226e-005	1.91573e-003	1.42270e+003	2.18560e+002	5.20995e+002	10978
9.34444e-005	1.91601e-003	1.42249e+003	2.18496e+002	5.20919e+002	10979
9.34663e-005	1.91629e-003	1.42228e+003	2.18432e+002	5.20842e+002	10980
9.34882e-005	1.91657e-003	1.42207e+003	2.18368e+002	5.20766e+002	10981
9.35100e-005	1.91685e-003	1.42186e+003	2.18304e+002	5.20689e+002	10982
9.35319e-005	1.91713e-003	1.42166e+003	2.18241e+002	5.20613e+002	10983
9.35538e-005	1.91741e-003	1.42145e+003	2.18177e+002	5.20536e+002	10984
9.35756e-005	1.91769e-003	1.42124e+003	2.18113e+002	5.20460e+002	10985
9.35975e-005	1.91797e-003	1.42103e+003	2.18049e+002	5.20384e+002	10986
9.36194e-005	1.91825e-003	1.42082e+003	2.17985e+002	5.20308e+002	10987
9.36413e-005	1.91853e-003	1.42062e+003	2.17921e+002	5.20231e+002	10988
9.36631e-005	1.91881e-003	1.42041e+003	2.17858e+002	5.20155e+002	10989
9.36850e-005	1.91910e-003	1.42020e+003	2.17794e+002	5.20079e+002	10990
9.37069e-005	1.91938e-003	1.41999e+003	2.17730e+002	5.20003e+002	10991
9.37287e-005	1.91966e-003	1.41979e+003	2.17667e+002	5.19927e+002	10992
9.37506e-005	1.91994e-003	1.41958e+003	2.17603e+002	5.19850e+002	10993
9.37725e-005	1.92022e-003	1.41937e+003	2.17540e+002	5.19774e+002	10994
9.37943e-005	1.92050e-003	1.41916e+003	2.17476e+002	5.19698e+002	10995
9.38162e-005	1.92078e-003	1.41896e+003	2.17413e+002	5.19622e+002	10996
9.38381e-005	1.92106e-003	1.41875e+003	2.17349e+002	5.19546e+002	10997
9.38600e-005	1.92134e-003	1.41854e+003	2.17286e+002	5.19470e+002	10998
9.38818e-005	1.92162e-003	1.41833e+003	2.17222e+002	5.19394e+002	10999
9.39037e-005	1.92190e-003	1.41813e+003	2.17159e+002	5.19319e+002	11000
9.39256e-005	1.92218e-003	1.41792e+003	2.17095e+002	5.19243e+002	11001
9.39474e-005	1.92246e-003	1.41771e+003	2.17032e+002	5.19167e+002	11002
9.39693e-005	1.92274e-003	1.41751e+003	2.16969e+002	5.19091e+002	11003
9.39912e-005	1.92302e-003	1.41730e+003	2.16906e+002	5.19015e+002	11004
9.40130e-005	1.92330e-003	1.41709e+003	2.16842e+002	5.18939e+002	11005
9.40349e-005	1.92358e-003	1.41689e+003	2.16779e+002	5.18864e+002	11006
9.40568e-005	1.92386e-003	1.41668e+003	2.16716e+002	5.18788e+002	11007
9.40787e-005	1.92414e-003	1.41648e+003	2.16653e+002	5.18712e+002	11008
9.41005e-005	1.92442e-003	1.41627e+003	2.16590e+002	5.18637e+002	11009
9.41224e-005	1.92470e-003	1.41606e+003	2.16527e+002	5.18561e+002	11010
9.41443e-005	1.92498e-003	1.41586e+003	2.16464e+002	5.18485e+002	11011
9.41661e-005	1.92526e-003	1.41565e+003	2.16401e+002	5.18410e+002	11012
9.41880e-005	1.92554e-003	1.41545e+003	2.16338e+002	5.18334e+002	11013
9.42099e-005	1.92582e-003	1.41524e+003	2.16275e+002	5.18259e+002	11014
9.42317e-005	1.92610e-003	1.41503e+003	2.16212e+002	5.18183e+002	11015
9.42536e-005	1.92638e-003	1.41483e+003	2.16149e+002	5.18108e+002	11016
9.42755e-005	1.92666e-003	1.41462e+003	2.16086e+002	5.18032e+002	11017
9.42974e-005	1.92694e-003	1.41442e+003	2.16024e+002	5.17957e+002	11018
9.43192e-005	1.92722e-003	1.41421e+003	2.15961e+002	5.17881e+002	11019
9.43411e-005	1.92750e-003	1.41401e+003	2.15898e+002	5.17806e+002	11020
9.43630e-005	1.92778e-003	1.41380e+003	2.15835e+002	5.17731e+002	11021
9.43848e-005	1.92806e-003	1.41360e+003	2.15773e+002	5.17655e+002	11022
9.44067e-005	1.92834e-003	1.41339e+003	2.15710e+002	5.17580e+002	11023
9.44286e-005	1.92862e-003	1.41318e+003	2.15648e+002	5.17505e+002	11024
9.44504e-005	1.92890e-003	1.41298e+003	2.15585e+002	5.17430e+002	11025
9.44723e-005	1.92918e-003	1.41278e+003	2.15522e+002	5.17354e+002	11026
9.44942e-005	1.92946e-003	1.41257e+003	2.15460e+002	5.17279e+002	11027
9.45161e-005	1.92974e-003	1.41237e+003	2.15398e+002	5.17204e+002	11028
9.45379e-005	1.93002e-003	1.41216e+003	2.15335e+002	5.17129e+002	11029
9.45598e-005	1.93030e-003	1.41196e+003	2.15273e+002	5.17054e+002	11030
9.45817e-005	1.93058e-003	1.41175e+003	2.15210e+002	5.16979e+002	11031
9.46035e-005	1.93086e-003	1.41155e+003	2.15148e+002	5.16904e+002	11032
9.46254e-005	1.93114e-003	1.41134e+003	2.15086e+002	5.16829e+002	11033
9.46473e-005	1.93142e-003	1.41114e+003	2.15023e+002	5.16754e+002	11034
9.46691e-005	1.93170e-003	1.41093e+003	2.14961e+002	5.16679e+002	11035
9.46910e-005	1.93198e-003	1.41073e+003	2.14899e+002	5.16604e+002	11036
9.47129e-005	1.93226e-003	1.41053e+003	2.14837e+002	5.16529e+002	11037
9.47348e-005	1.93254e-003	1.41032e+003	2.14775e+002	5.16454e+002	11038
9.47566e-005	1.93282e-003	1.41012e+003	2.14712e+002	5.16379e+002	11039
9.47785e-005	1.93310e-003	1.40991e+003	2.14650e+002	5.16305e+002	11040
9.48004e-005	1.93338e-003	1.40971e+003	2.14588e+002	5.16230e+002	11041
9.48222e-005	1.93366e-003	1.40951e+003	2.14526e+002	5.16155e+002	11042
9.48441e-005	1.93394e-003	1.40930e+003	2.14464e+002	5.16080e+002	11043
9.48660e-005	1.93422e-003	1.40910e+003	2.14402e+002	5.16006e+002	11044
9.48878e-005	1.93449e-003	1.40889e+003	2.14340e+002	5.15931e+002	11045
9.49097e-005	1.93477e-003	1.40869e+003	2.14278e+002	5.15856e+002	11046
9.49316e-005	1.93505e-003	1.40849e+003	2.14217e+002	5.15782e+002	11047
9.49535e-005	1.93533e-003	1.40828e+003	2.14155e+002	5.15707e+002	11048
9.49753e-005	1.93561e-003	1.40808e+003	2.14093e+002	5.15632e+002	11049
9.49972e-005	1.93589e-003	1.40788e+003	2.14031e+002	5.15558e+002	11050
9.50191e-005	1.93617e-003	1.40768e+003	2.13969e+002	5.15483e+002	11051
9.50409e-005	1.93645e-003	1.40747e+003	2.13908e+002	5.15409e+002	11052
9.50628e-005	1.93673e-003	1.40727e+003	2.13846e+002	5.15334e+002	11053
9.50847e-005	1.93701e-003	1.40707e+003	2.13784e+002	5.15260e+002	11054
9.51065e-005	1.93729e-003	1.40686e+003	2.13723e+002	5.15185e+002	11055
9.51284e-005	1.93757e-003	1.40666e+003	2.13661e+002	5.15111e+002	11056
9.51503e-005	1.93785e-003	1.40646e+003	2.13599e+002	5.15037e+002	11057
9.51722e-005	1.93813e-003	1.40626e+003	2.13538e+002	5.14962e+002	11058
9.51940e-005	1.93840e-003	1.40605e+003	2.13476e+002	5.14888e+002	11059
9.52159e-005	1.93868e-003	1.40585e+003	2.13415e+002	5.14814e+002	11060
9.52378e-005	1.93896e-003	1.40565e+003	2.13354e+002	5.14740e+002	11061
9.52596e-005	1.93924e-003	1.40545e+003	2.13292e+002	5.14665e+002	11062
9.52815e-005	1.93952e-003	1.40524e+003	2.13231e+002	5.14591e+002	11063
9.53034e-005	1.93980e-003	1.40504e+003	2.13169e+002	5.14517e+002	11064
9.53252e-005	1.94008e-003	1.40484e+003	2.13108e+002	5.14443e+002	11065
9.53471e-005	1.94036e-003	1.40464e+003	2.13047e+002	5.14369e+002	11066
9.53690e-005	1.94064e-003	1.40444e+003	2.12986e+002	5.14295e+002	11067
9.53909e-005	1.94092e-003	1.40423e+003	2.12924e+002	5.14221e+002	11068
9.54127e-005	1.94120e-003	1.40403e+003	2.12863e+002	5.14146e+002	11069
9.54346e-005	1.94147e-003	1.40383e+003	2.12802e+002	5.14072e+002	11070
9.54565e-005	1.94175e-003	1.40363e+003	2.12741e+002	5.13998e+002	11071
9.54783e-005	1.94203e-003	1.40343e+003	2.12680e+002	5.13925e+002	11072
9.55002e-005	1.94231e-003	1.40323e+003	2.12619e+002	5.13851e+002	11073
9.55221e-005	1.94259e-003	1.40302e+003	2.12558e+002	5.13777e+002	11074
9.55439e-005	1.94287e-003	1.40282e+003	2.12497e+002	5.13703e+002	11075
9.55658e-005	1.94315e-003	1.40262e+003	2.12436e+002	5.13629e+002	11076
9.55877e-005	1.94343e-003	1.40242e+003	2.12375e+002	5.13555e+002	11077
9.56096e-005	1.94371e-003	1.40222e+003	2.12314e+002	5.13481e+002	11078
9.56314e-005	1.94398e-003	1.40202e+003	2.12253e+002	5.13408e+002	11079
9.56533e-005	1.94426e-003	1.40182e+003	2.12192e+002	5.13334e+002	11080
9.56752e-005	1.94454e-003	1.40162e+003	2.12131e+002	5.13260e+002	11081
9.56970e-005	1.94482e-003	1.40141e+003	2.12070e+002	5.13186e+002	11082
9.57189e-005	1.94510e-003	1.40121e+003	2.12010e+002	5.13113e+002	11083
9.57408e-005	1.94538e-003	1.40101e+003	2.11949e+002	5.13039e+002	11084
9.57626e-005	1.94566e-003	1.40081e+003	2.11888e+002	5.12965e+002	11085
9.57845e-005	1.94593e-003	1.40061e+003	2.11828e+002	5.12892e+002	11086
9.58064e-005	1.94621e-003	1.40041e+003	2.11767e+002	5.12818e+002	11087
9.58283e-005	1.94649e-003	1.40021e+003	2.11706e+002	5.12745e+002	11088
9.58501e-005	1.94677e-003	1.40001e+003	2.11646e+002	5.12671e+002	11089
9.58720e-005	1.94705e-003	1.39981e+003	2.11585e+002	5.12598e+002	11090
9.58939e-005	1.94733e-003	1.39961e+003	2.11525e+002	5.12524e+002	11091
9.59157e-005	1.94761e-003	1.39941e+003	2.11464e+002	5.12451e+002	11092
9.59376e-005	1.94788e-003	1.39921e+003	2.11404e+002	5.12377e+002	11093
9.59595e-005	1.94816e-003	1.39901e+003	2.11343e+002	5.12304e+002	11094
9.59813e-005	1.94844e-003	1.39881e+003	2.11283e+002	5.12231e+002	11095
9.60032e-005	1.94872e-003	1.39861e+003	2.11222e+002	5.12157e+002	11096
9.60251e-005	1.94900e-003	1.39841e+003	2.11162e+002	5.12084e+002	11097
9.60470e-005	1.94928e-003	1.39821e+003	2.11102e+002	5.12011e+002	11098
9.60688e-005	1.94955e-003	1.39801e+003	2.11042e+002	5.11938e+002	11099
9.60907e-005	1.94983e-003	1.39781e+003	2.10981e+002	5.11864e+002	11100
9.61126e-005	1.95011e-003	1.39761e+003	2.10921e+002	5.11791e+002	11101
9.61344e-005	1.95039e-003	1.39741e+003	2.10861e+002	5.11718e+002	11102
9.61563e-005	1.95067e-003	1.39721e+003	2.10801e+002	5.11645e+002	11103
9.61782e-005	1.95095e-003	1.39701e+003	2.10741e+002	5.11572e+002	11104
9.62000e-005	1.95122e-003	1.39682e+003	2.10681e+002	5.11499e+002	11105
9.62219e-005	1.95150e-003	1.39662e+003	2.10620e+002	5.11426e+002	11106
9.62438e-005	1.95178e-003	1.39642e+003	2.10560e+002	5.11353e+002	11107
9.62657e-005	1.95206e-003	1.39622e+003	2.10500e+002	5.11280e+002	11108
9.62875e-005	1.95234e-003	1.39602e+003	2.10440e+002	5.11207e+002	11109
9.63094e-005	1.95262e-003	1.39582e+003	2.10380e+002	5.11134e+002	11110
9.63313e-005	1.95289e-003	1.39562e+003	2.10321e+002	5.11061e+002	11111
9.63531e-005	1.95317e-003	1.39542e+003	2.10261e+002	5.10988e+002	11112
9.63750e-005	1.95345e-003	1.39522e+003	2.10201e+002	5.10915e+002	11113
9.63969e-005	1.95373e-003	1.39503e+003	2.10141e+002	5.10842e+002	11114
9.64187e-005	1.95401e-003	1.39483e+003	2.10081e+002	5.10769e+002	11115
9.64406e-005	1.95428e-003	1.39463e+003	2.10021e+002	5.10696e+002	11116
9.64625e-005	1.95456e-003	1.39443e+003	2.09962e+002	5.10624e+002	11117
9.64844e-005	1.95484e-003	1.39423e+003	2.09902e+002	5.10551e+002	11118
9.65062e-005	1.95512e-003	1.39403e+003	2.09842e+002	5.10478e+002	11119
9.65281e-005	1.95540e-003	1.39384e+003	2.09783e+002	5.10405e+002	11120
9.65500e-005	1.95567e-003	1.39364e+003	2.09723e+002	5.10333e+002	11121
9.65718e-005	1.95595e-003	1.39344e+003	2.09663e+002	5.10260e+002	11122
9.65937e-005	1.95623e-003	1.39324e+003	2.09604e+002	5.10187e+002	11123
9.66156e-005	1.95651e-003	1.39304e+003	2.09544e+002	5.10115e+002	11124
9.66374e-005	1.95679e-003	1.39285e+003	2.09485e+002	5.10042e+002	11125
9.66593e-005	1.95706e-003	1.39265e+003	2.09425e+002	5.09970e+002	11126
9.66812e-005	1.95734e-003	1.39245e+003	2.09366e+002	5.09897e+002	11127
9.67031e-005	1.95762e-003	1.39225e+003	2.09307e+002	5.09825e+002	11128
9.67249e-005	1.95790e-003	1.39206e+003	2.09247e+002	5.09752e+002	11129
9.67468e-005	1.95817e-003	1.39186e+003	2.09188e+002	5.09680e+002	11130
9.67687e-005	1.95845e-003	1.39166e+003	2.09128e+002	5.09607e+002	11131
9.67905e-005	1.95873e-003	1.39146e+003	2.09069e+002	5.09535e+002	11132
9.68124e-005	1.95901e-003	1.39127e+003	2.09010e+002	5.09463e+002	11133
9.68343e-005	1.95929e-003	1.39107e+003	2.08951e+002	5.09390e+002	11134
9.68561e-005	1.95956e-003	1.39087e+003	2.08891e+002	5.09318e+002	11135
9.68780e-005	1.95984e-003	1.39067e+003	2.08832e+002	5.09246e+002	11136
9.68999e-005	1.96012e-003	1.39048e+003	2.08773e+002	5.09173e+002	11137
9.69218e-005	1.96040e-003	1.39028e+003	2.08714e+002	5.09101e+002	11138
9.69436e-005	1.96067e-003	1.39008e+003	2.08655e+002	5.09029e+002	11139
9.69655e-005	1.96095e-003	1.38989e+003	2.08596e+002	5.08957e+002	11140
9.69874e-005	1.96123e-003	1.38969e+003	2.08537e+002	5.08885e+002	11141
9.70092e-005	1.96151e-003	1.38949e+003	2.08478e+002	5.08812e+002	11142
9.70311e-005	1.96178e-003	1.38930e+003	2.08419e+002	5.08740e+002	11143
9.70530e-005	1.96206e-003	1.38910e+003	2.08360e+002	5.08668e+002	11144
9.70748e-005	1.96234e-003	1.38890e+003	2.08301e+002	5.08596e+002	11145
9.70967e-005	1.96262e-003	1.38871e+003	2.08242e+002	5.08524e+002	11146
9.71186e-005	1.96289e-003	1.38851e+003	2.08183e+002	5.08452e+002	11147
9.71405e-005	1.96317e-003	1.38832e+003	2.08124e+002	5.08380e+002	11148
9.71623e-005	1.96345e-003	1.38812e+003	2.08066e+002	5.08308e+002	11149
9.71842e-005	1.96372e-003	1.38792e+003	2.08007e+002	5.08236e+002	11150
9.72061e-005	1.96400e-003	1.38773e+003	2.07948e+002	5.08164e+002	11151
9.72279e-005	1.96428e-003	1.38753e+003	2.07889e+002	5.08092e+002	11152
9.72498e-005	1.96456e-003	1.38734e+003	2.07831e+002	5.08021e+002	11153
9.72717e-005	1.96483e-003	1.38714e+003	2.07772e+002	5.07949e+002	11154
9.72935e-005	1.96511e-003	1.38694e+003	2.07713e+002	5.07877e+002	11155
9.73154e-005	1.96539e-003	1.38675e+003	2.07655e+002	5.07805e+002	11156
9.73373e-005	1.96567e-003	1.38655e+003	2.07596e+002	5.07733e+002	11157
9.73592e-005	1.96594e-003	1.38636e+003	2.07538e+002	5.07662e+002	11158
9.73810e-005	1.96622e-003	1.38616e+003	2.07479e+002	5.07590e+002	11159
9.74029e-005	1.96650e-003	1.38597e+003	2.07421e+002	5.07518e+002	11160
9.74248e-005	1.96677e-003	1.38577e+003	2.07362e+002	5.07447e+002	11161
9.74466e-005	1.96705e-003	1.38558e+003	2.07304e+002	5.07375e+002	11162
9.74685e-005	1.96733e-003	1.38538e+003	2.07245e+002	5.07303e+002	11163
9.74904e-005	1.96761e-003	1.38519e+003	2.07187e+002	5.07232e+002	11164
9.75122e-005	1.96788e-003	1.38499e+003	2.07129e+002	5.07160e+002	11165
9.75341e-005	1.96816e-003	1.38480e+003	2.07070e+002	5.07089e+002	11166
9.75560e-005	1.96844e-003	1.38460e+003	2.07012e+002	5.07017e+002	11167
9.75779e-005	1.96871e-003	1.38441e+003	2.06954e+002	5.06946e+002	11168
9.75997e-005	1.96899e-003	1.38421e+003	2.06896e+002	5.06874e+002	11169
9.76216e-005	1.96927e-003	1.38402e+003	2.06838e+002	5.06803e+002	11170
9.76435e-005	1.96954e-003	1.38382e+003	2.06779e+002	5.06732e+002	11171
9.76653e-005	1.96982e-003	1.38363e+003	2.06721e+002	5.06660e+002	11172
9.76872e-005	1.97010e-003	1.38343e+003	2.06663e+002	5.06589e+002	11173
9.77091e-005	1.97038e-003	1.38324e+003	2.06605e+002	5.06517e+002	11174
9.77309e-005	1.97065e-003	1.38304e+003	2.06547e+002	5.06446e+002	11175
9.77528e-005	1.97093e-003	1.38285e+003	2.06489e+002	5.06375e+002	11176
9.77747e-005	1.97121e-003	1.38266e+003	2.06431e+002	5.06304e+002	11177
9.77966e-005	1.97148e-003	1.38246e+003	2.06373e+002	5.06232e+002	11178
9.78184e-005	1.97176e-003	1.38227e+003	2.06315e+002	5.06161e+002	11179
9.78403e-005	1.97204e-003	1.38207e+003	2.06257e+002	5.06090e+002	11180
9.78622e-005	1.97231e-003	1.38188e+003	2.06199e+002	5.06019e+002	11181
9.78840e-005	1.97259e-003	1.38169e+003	2.06141e+002	5.05948e+002	11182
9.79059e-005	1.97287e-003	1.38149e+003	2.06084e+002	5.05877e+002	11183
9.79278e-005	1.97314e-003	1.38130e+003	2.06026e+002	5.05806e+002	11184
9.79496e-005	1.97342e-003	1.38110e+003	2.05968e+002	5.05734e+002	11185
9.79715e-005	1.97370e-003	1.38091e+003	2.05910e+002	5.05663e+002	11186
9.79934e-005	1.97397e-003	1.38072e+003	2.05853e+002	5.05592e+002	11187
9.80153e-005	1.97425e-003	1.38052e+003	2.05795e+002	5.05521e+002	11188
9.80371e-005	1.97453e-003	1.38033e+003	2.05737e+002	5.05451e+002	11189
9.80590e-005	1.97480e-003	1.38014e+003	2.05680e+002	5.05380e+002	11190
9.80809e-005	1.97508e-003	1.37994e+003	2.05622e+002	5.05309e+002	11191
9.81027e-005	1.97536e-003	1.37975e+003	2.05565e+002	5.05238e+002	11192
9.81246e-005	1.97563e-003	1.37956e+003	2.05507e+002	5.05167e+002	11193
9.81465e-005	1.97591e-003	1.37937e+003	2.05449e+002	5.05096e+002	11194
9.81683e-005	1.97619e-003	1.37917e+003	2.05392e+002	5.05025e+002	11195
9.81902e-005	1.97646e-003	1.37898e+003	2.05335e+002	5.04955e+002	11196
9.82121e-005	1.97674e-003	1.37879e+003	2.05277e+002	5.04884e+002	11197
9.82340e-005	1.97701e-003	1.37859e+003	2.05220e+002	5.04813e+002	11198
9.82558e-005	1.97729e-003	1.37840e+003	2.05162e+002	5.04742e+002	11199
9.82777e-005	1.97757e-003	1.37821e+003	2.05105e+002	5.04672e+002	11200
9.82996e-005	1.97784e-003	1.37802e+003	2.05048e+002	5.04601e+002	11201
9.83214e-005	1.97812e-003	1.37782e+003	2.04990e+002	5.04530e+002	11202
9.83433e-005	1.97840e-003	1.37763e+003	2.04933e+002	5.04460e+002	11203
9.83652e-005	1.97867e-003	1.37744e+003	2.04876e+002	5.04389e+002	11204
9.83870e-005	1.97895e-003	1.37725e+003	2.04819e+002	5.04319e+002	11205
9.84089e-005	1.97923e-003	1.37705e+003	2.04762e+002	5.04248e+002	11206
9.84308e-005	1.97950e-003	1.37686e+003	2.04704e+002	5.04178e+002	11207
9.84527e-005	1.97978e-003	1.37667e+003	2.04647e+002	5.04107e+002	11208
9.84745e-005	1.98005e-003	1.37648e+003	2.04590e+002	5.04037e+002	11209
9.84964e-005	1.98033e-003	1.37629e+003	2.04533e+002	5.03966e+002	11210
9.85183e-005	1.98061e-003	1.37609e+003	2.04476e+002	5.03896e+002	11211
9.85401e-005	1.98088e-003	1.37590e+003	2.04419e+002	5.03825e+002	11212
9.85620e-005	1.98116e-003	1.37571e+003	2.04362e+002	5.03755e+002	11213
9.85839e-005	1.98143e-003	1.37552e+003	2.04305e+002	5.03685e+002	11214
9.86057e-005	1.98171e-003	1.37533e+003	2.04248e+002	5.03614e+002	11215
9.86276e-005	1.98199e-003	1.37514e+003	2.04191e+002	5.03544e+002	11216
9.86495e-005	1.98226e-003	1.37494e+003	2.04134e+002	5.03474e+002	11217
9.86714e-005	1.98254e-003	1.37475e+003	2.04078e+002	5.03404e+002	11218
9.86932e-005	1.98282e-003	1.37456e+003	2.04021e+002	5.03333e+002	11219
9.87151e-005	1.98309e-003	1.37437e+003	2.03964e+002	5.03263e+002	11220
