0	2.998820e+000	6.106826e-027	0.000000e+000	
1	2.998820e+000	2.344386e-013	0.000000e+000	
2	1.292730e-016	7.908611e-009	0.000000e+000	
3	1.227450e-016	1.452566e-006	3.313528e-256	
4	9.876621e-016	3.315562e-005	6.862990e-164	
5	3.846004e-013	2.667911e-004	9.629356e-114	
6	2.770000e-011	1.183147e-003	1.662292e-083	
7	6.434000e-010	3.615673e-003	7.010590e-064	
8	7.044000e-009	8.620420e-003	1.998124e-050	
9	4.571000e-008	1.727427e-002	8.410275e-041	
10	2.036000e-007	3.050601e-002	1.110761e-033	
11	6.862999e-007	4.900118e-002	2.894551e-028	
12	1.871999e-006	7.317493e-002	4.747576e-024	
13	4.333995e-006	1.031899e-001	1.049201e-020	
14	8.815980e-006	1.389971e-001	5.235272e-018	
15	1.616993e-005	1.803839e-001	8.455135e-016	
16	2.724981e-005	2.270197e-001	5.717512e-014	
17	4.286383e-005	2.784960e-001	1.953608e-012	
18	6.365535e-005	3.343569e-001	3.879259e-011	
19	9.006699e-005	3.941243e-001	4.976047e-010	
20	1.223208e-004	4.573141e-001	4.472150e-009	
21	1.605258e-004	5.234491e-001	2.999764e-008	
22	2.044511e-004	5.920671e-001	1.578360e-007	
23	2.553609e-004	6.627251e-001	6.777619e-007	
24	3.149026e-004	7.350033e-001	2.452073e-006	
25	3.838583e-004	8.085059e-001	7.670079e-006	
26	4.665326e-004	8.828622e-001	2.118666e-005	
27	5.723347e-004	9.577264e-001	5.258920e-005	
28	7.179535e-004	1.032777e+000	1.190129e-004	
29	9.310917e-004	1.107717e+000	2.485517e-004	
30	1.253561e-003	1.182274e+000	4.839390e-004	
31	1.747028e-003	1.256195e+000	8.860577e-004	
32	2.493291e-003	1.329255e+000	1.536802e-003	
33	3.585962e-003	1.401246e+000	2.540877e-003	
34	5.155852e-003	1.471984e+000	4.026253e-003	
35	7.357471e-003	1.541304e+000	6.143152e-003	
36	1.035668e-002	1.609062e+000	9.061619e-003	
37	1.434514e-002	1.675133e+000	1.296788e-002	
38	1.951670e-002	1.739411e+000	1.805978e-002	
39	2.607772e-002	1.801805e+000	2.454160e-002	
40	3.422669e-002	1.862244e+000	3.261874e-002	
41	4.416793e-002	1.920672e+000	4.249235e-002	
42	5.609116e-002	1.977046e+000	5.435449e-002	
43	7.018043e-002	2.031340e+000	6.838371e-002	
44	8.658196e-002	2.083536e+000	8.474143e-002	
45	1.054578e-001	2.133634e+000	1.035690e-001	
46	1.269256e-001	2.181638e+000	1.249858e-001	
47	1.510602e-001	2.227567e+000	1.490874e-001	
48	1.779349e-001	2.271446e+000	1.759454e-001	
49	2.076769e-001	2.313308e+000	2.056072e-001	
50	2.401868e-001	2.353193e+000	2.380962e-001	
51	2.755018e-001	2.391145e+000	2.734128e-001	
52	3.135777e-001	2.427215e+000	3.115355e-001	
53	3.544964e-001	2.461456e+000	3.524220e-001	
54	3.980861e-001	2.493927e+000	3.960107e-001	
55	4.443528e-001	2.524686e+000	4.422224e-001	
56	4.929472e-001	2.553795e+000	4.909611e-001	
57	5.441896e-001	2.581317e+000	5.421161e-001	
58	5.975106e-001	2.607315e+000	5.955628e-001	
59	6.530673e-001	2.631854e+000	6.511643e-001	
60	7.108205e-001	2.654995e+000	7.087724e-001	
61	7.701781e-001	2.676803e+000	7.682287e-001	
62	8.313332e-001	2.697340e+000	8.293660e-001	
63	8.937383e-001	2.716667e+000	8.920088e-001	
64	9.577304e-001	2.734843e+000	9.559749e-001	
65	1.022802e+000	2.751926e+000	1.021076e+000	
66	1.088701e+000	2.767974e+000	1.087119e+000	
67	1.155640e+000	2.783041e+000	1.153907e+000	
68	1.222874e+000	2.797179e+000	1.221241e+000	
69	1.290320e+000	2.810439e+000	1.288921e+000	
70	1.358185e+000	2.822871e+000	1.356744e+000	
71	1.425831e+000	2.834521e+000	1.424513e+000	
72	1.493224e+000	2.845434e+000	1.492030e+000	
73	1.560387e+000	2.855652e+000	1.559103e+000	
74	1.626823e+000	2.865217e+000	1.625544e+000	
75	1.692346e+000	2.874167e+000	1.691173e+000	
76	1.756650e+000	2.882539e+000	1.755818e+000	
77	1.820034e+000	2.890368e+000	1.819316e+000	
78	1.882420e+000	2.897688e+000	1.881514e+000	
79	1.942730e+000	2.904529e+000	1.942272e+000	
80	2.002275e+000	2.910921e+000	2.001461e+000	
81	2.059318e+000	2.916893e+000	2.058966e+000	
82	2.115707e+000	2.922470e+000	2.114686e+000	
83	2.168896e+000	2.927679e+000	2.168534e+000	
84	2.220982e+000	2.932542e+000	2.220435e+000	
85	2.270973e+000	2.937081e+000	2.270333e+000	
86	2.318760e+000	2.941317e+000	2.318181e+000	
87	2.364340e+000	2.945270e+000	2.363950e+000	
88	2.408040e+000	2.948959e+000	2.407622e+000	
89	2.449266e+000	2.952400e+000	2.449191e+000	
90	2.489360e+000	2.955609e+000	2.488664e+000	
91	2.526712e+000	2.958603e+000	2.526061e+000	
92	2.561575e+000	2.961395e+000	2.561408e+000	
93	2.594616e+000	2.963998e+000	2.594744e+000	
94	2.626314e+000	2.966425e+000	2.626113e+000	
95	2.655926e+000	2.968688e+000	2.655568e+000	
96	2.683150e+000	2.970797e+000	2.683168e+000	
97	2.708868e+000	2.972764e+000	2.708976e+000	
98	2.733415e+000	2.974597e+000	2.733061e+000	
99	2.755672e+000	2.976305e+000	2.755494e+000	
100	2.776693e+000	2.977897e+000	2.776347e+000	
