t'	a(t')	Trad(t')	Tb(t')	z(t')	i
9.6953958e-005	1.9608041e-003	1.3899910e+003	1.2807363e+003	5.0899485e+002	1387
9.7163673e-005	1.9634647e-003	1.3881075e+003	1.2787079e+003	5.0830379e+002	1388
9.7373389e-005	1.9661234e-003	1.3862304e+003	1.2766861e+003	5.0761506e+002	1389
9.7583104e-005	1.9687804e-003	1.3843596e+003	1.2746709e+003	5.0692866e+002	1390
9.7792819e-005	1.9714356e-003	1.3824951e+003	1.2726623e+003	5.0624457e+002	1391
9.8002534e-005	1.9740890e-003	1.3806369e+003	1.2706602e+003	5.0556279e+002	1392
9.8212249e-005	1.9767405e-003	1.3787849e+003	1.2686646e+003	5.0488328e+002	1393
9.8421965e-005	1.9793904e-003	1.3769391e+003	1.2666755e+003	5.0420606e+002	1394
9.8631680e-005	1.9820384e-003	1.3750995e+003	1.2646928e+003	5.0353109e+002	1395
9.8841395e-005	1.9846847e-003	1.3732660e+003	1.2627165e+003	5.0285838e+002	1396
9.9051110e-005	1.9873292e-003	1.3714386e+003	1.2607466e+003	5.0218791e+002	1397
9.9260825e-005	1.9899719e-003	1.3696173e+003	1.2587830e+003	5.0151966e+002	1398
9.9470541e-005	1.9926129e-003	1.3678021e+003	1.2568257e+003	5.0085362e+002	1399
9.9680256e-005	1.9952521e-003	1.3659928e+003	1.2548747e+003	5.0018979e+002	1400
9.9889971e-005	1.9978896e-003	1.3641895e+003	1.2529299e+003	4.9952816e+002	1401
1.0009969e-004	2.0005253e-003	1.3623921e+003	1.2509913e+003	4.9886870e+002	1402
1.0030940e-004	2.0031594e-003	1.3606007e+003	1.2490588e+003	4.9821141e+002	1403
1.0051912e-004	2.0057916e-003	1.3588151e+003	1.2471326e+003	4.9755628e+002	1404
1.0072883e-004	2.0084222e-003	1.3570354e+003	1.2452124e+003	4.9690329e+002	1405
1.0093855e-004	2.0110510e-003	1.3552615e+003	1.2432983e+003	4.9625244e+002	1406
1.0114826e-004	2.0136781e-003	1.3534934e+003	1.2413902e+003	4.9560371e+002	1407
1.0135798e-004	2.0163035e-003	1.3517311e+003	1.2394882e+003	4.9495709e+002	1408
1.0156769e-004	2.0189271e-003	1.3499744e+003	1.2375921e+003	4.9431258e+002	1409
1.0177741e-004	2.0215491e-003	1.3482235e+003	1.2357020e+003	4.9367015e+002	1410
1.0198712e-004	2.0241694e-003	1.3464782e+003	1.2338178e+003	4.9302981e+002	1411
1.0219684e-004	2.0267879e-003	1.3447386e+003	1.2319396e+003	4.9239153e+002	1412
1.0240655e-004	2.0294048e-003	1.3430046e+003	1.2300672e+003	4.9175531e+002	1413
1.0261627e-004	2.0320200e-003	1.3412762e+003	1.2282006e+003	4.9112114e+002	1414
1.0282598e-004	2.0346335e-003	1.3395533e+003	1.2263398e+003	4.9048901e+002	1415
1.0303570e-004	2.0372453e-003	1.3378359e+003	1.2244848e+003	4.8985890e+002	1416
1.0324541e-004	2.0398555e-003	1.3361241e+003	1.2226356e+003	4.8923081e+002	1417
1.0345513e-004	2.0424639e-003	1.3344177e+003	1.2207921e+003	4.8860473e+002	1418
1.0366484e-004	2.0450707e-003	1.3327167e+003	1.2189542e+003	4.8798064e+002	1419
1.0387456e-004	2.0476759e-003	1.3310212e+003	1.2171221e+003	4.8735854e+002	1420
1.0408428e-004	2.0502794e-003	1.3293310e+003	1.2152955e+003	4.8673841e+002	1421
1.0429399e-004	2.0528812e-003	1.3276462e+003	1.2134746e+003	4.8612025e+002	1422
1.0450371e-004	2.0554814e-003	1.3259668e+003	1.2116593e+003	4.8550404e+002	1423
1.0471342e-004	2.0580799e-003	1.3242926e+003	1.2098495e+003	4.8488978e+002	1424
1.0492314e-004	2.0606768e-003	1.3226237e+003	1.2080452e+003	4.8427746e+002	1425
1.0513285e-004	2.0632721e-003	1.3209601e+003	1.2062465e+003	4.8366706e+002	1426
1.0534257e-004	2.0658657e-003	1.3193017e+003	1.2044532e+003	4.8305858e+002	1427
1.0555228e-004	2.0684577e-003	1.3176484e+003	1.2026654e+003	4.8245200e+002	1428
1.0576200e-004	2.0710480e-003	1.3160004e+003	1.2008830e+003	4.8184732e+002	1429
1.0597171e-004	2.0736368e-003	1.3143575e+003	1.1991059e+003	4.8124453e+002	1430
1.0618143e-004	2.0762239e-003	1.3127197e+003	1.1973343e+003	4.8064362e+002	1431
1.0639114e-004	2.0788094e-003	1.3110870e+003	1.1955680e+003	4.8004458e+002	1432
1.0660086e-004	2.0813933e-003	1.3094594e+003	1.1938070e+003	4.7944740e+002	1433
1.0681057e-004	2.0839756e-003	1.3078368e+003	1.1920513e+003	4.7885206e+002	1434
1.0702029e-004	2.0865563e-003	1.3062192e+003	1.1903008e+003	4.7825857e+002	1435
1.0723000e-004	2.0891354e-003	1.3046067e+003	1.1885556e+003	4.7766691e+002	1436
1.0743972e-004	2.0917129e-003	1.3029991e+003	1.1868156e+003	4.7707708e+002	1437
1.0764943e-004	2.0942888e-003	1.3013964e+003	1.1850809e+003	4.7648905e+002	1438
1.0785915e-004	2.0968632e-003	1.2997987e+003	1.1833512e+003	4.7590284e+002	1439
1.0806886e-004	2.0994359e-003	1.2982059e+003	1.1816267e+003	4.7531842e+002	1440
1.0827858e-004	2.1020071e-003	1.2966179e+003	1.1799074e+003	4.7473579e+002	1441
1.0848829e-004	2.1045767e-003	1.2950348e+003	1.1781931e+003	4.7415493e+002	1442
1.0869801e-004	2.1071447e-003	1.2934565e+003	1.1764839e+003	4.7357585e+002	1443
1.0890772e-004	2.1097112e-003	1.2918830e+003	1.1747797e+003	4.7299853e+002	1444
1.0911744e-004	2.1122761e-003	1.2903143e+003	1.1730805e+003	4.7242296e+002	1445
1.0932716e-004	2.1148394e-003	1.2887503e+003	1.1713864e+003	4.7184914e+002	1446
1.0953687e-004	2.1174012e-003	1.2871911e+003	1.1696972e+003	4.7127705e+002	1447
1.0974659e-004	2.1199615e-003	1.2856366e+003	1.1680130e+003	4.7070669e+002	1448
1.0995630e-004	2.1225201e-003	1.2840868e+003	1.1663337e+003	4.7013805e+002	1449
1.1016602e-004	2.1250773e-003	1.2825416e+003	1.1646593e+003	4.6957112e+002	1450
1.1037573e-004	2.1276329e-003	1.2810011e+003	1.1629898e+003	4.6900590e+002	1451
1.1058545e-004	2.1301870e-003	1.2794652e+003	1.1613251e+003	4.6844236e+002	1452
1.1079516e-004	2.1327395e-003	1.2779339e+003	1.1596653e+003	4.6788052e+002	1453
1.1100488e-004	2.1352905e-003	1.2764071e+003	1.1580103e+003	4.6732035e+002	1454
1.1121459e-004	2.1378400e-003	1.2748849e+003	1.1563601e+003	4.6676186e+002	1455
1.1142431e-004	2.1403879e-003	1.2733673e+003	1.1547146e+003	4.6620502e+002	1456
1.1163402e-004	2.1429344e-003	1.2718542e+003	1.1530739e+003	4.6564985e+002	1457
1.1184374e-004	2.1454793e-003	1.2703455e+003	1.1514379e+003	4.6509631e+002	1458
1.1205345e-004	2.1480227e-003	1.2688413e+003	1.1498067e+003	4.6454442e+002	1459
1.1226317e-004	2.1505646e-003	1.2673416e+003	1.1481801e+003	4.6399416e+002	1460
1.1247288e-004	2.1531050e-003	1.2658463e+003	1.1465582e+003	4.6344552e+002	1461
1.1268260e-004	2.1556440e-003	1.2643554e+003	1.1449409e+003	4.6289850e+002	1462
1.1289231e-004	2.1581814e-003	1.2628688e+003	1.1433282e+003	4.6235309e+002	1463
1.1310203e-004	2.1607173e-003	1.2613867e+003	1.1417201e+003	4.6180928e+002	1464
1.1331174e-004	2.1632517e-003	1.2599089e+003	1.1401166e+003	4.6126706e+002	1465
1.1352146e-004	2.1657847e-003	1.2584354e+003	1.1385177e+003	4.6072642e+002	1466
1.1373117e-004	2.1683161e-003	1.2569662e+003	1.1369233e+003	4.6018737e+002	1467
1.1394089e-004	2.1708461e-003	1.2555013e+003	1.1353334e+003	4.5964988e+002	1468
1.1415060e-004	2.1733746e-003	1.2540406e+003	1.1337480e+003	4.5911396e+002	1469
1.1436032e-004	2.1759016e-003	1.2525842e+003	1.1321671e+003	4.5857960e+002	1470
1.1457004e-004	2.1784272e-003	1.2511320e+003	1.1305906e+003	4.5804678e+002	1471
1.1477975e-004	2.1809513e-003	1.2496840e+003	1.1290185e+003	4.5751551e+002	1472
1.1498947e-004	2.1834739e-003	1.2482402e+003	1.1274509e+003	4.5698577e+002	1473
1.1519918e-004	2.1859951e-003	1.2468006e+003	1.1258877e+003	4.5645756e+002	1474
1.1540890e-004	2.1885148e-003	1.2453651e+003	1.1243288e+003	4.5593087e+002	1475
1.1561861e-004	2.1910331e-003	1.2439337e+003	1.1227743e+003	4.5540570e+002	1476
1.1582833e-004	2.1935499e-003	1.2425065e+003	1.1212242e+003	4.5488203e+002	1477
1.1603804e-004	2.1960653e-003	1.2410833e+003	1.1196783e+003	4.5435986e+002	1478
1.1624776e-004	2.1985793e-003	1.2396642e+003	1.1181368e+003	4.5383919e+002	1479
1.1645747e-004	2.2010917e-003	1.2382492e+003	1.1165995e+003	4.5332000e+002	1480
1.1666719e-004	2.2036028e-003	1.2368381e+003	1.1150665e+003	4.5280229e+002	1481
1.1687690e-004	2.2061124e-003	1.2354311e+003	1.1135377e+003	4.5228605e+002	1482
1.1708662e-004	2.2086206e-003	1.2340281e+003	1.1120132e+003	4.5177128e+002	1483
1.1729633e-004	2.2111274e-003	1.2326291e+003	1.1104929e+003	4.5125797e+002	1484
1.1750605e-004	2.2136328e-003	1.2312340e+003	1.1089767e+003	4.5074611e+002	1485
1.1771576e-004	2.2161367e-003	1.2298429e+003	1.1074647e+003	4.5023570e+002	1486
1.1792548e-004	2.2186392e-003	1.2284557e+003	1.1059569e+003	4.4972673e+002	1487
1.1813519e-004	2.2211403e-003	1.2270724e+003	1.1044532e+003	4.4921919e+002	1488
1.1834491e-004	2.2236400e-003	1.2256930e+003	1.1029536e+003	4.4871307e+002	1489
1.1855462e-004	2.2261383e-003	1.2243174e+003	1.1014581e+003	4.4820838e+002	1490
1.1876434e-004	2.2286352e-003	1.2229458e+003	1.0999666e+003	4.4770510e+002	1491
1.1897405e-004	2.2311307e-003	1.2215779e+003	1.0984793e+003	4.4720323e+002	1492
1.1918377e-004	2.2336248e-003	1.2202139e+003	1.0969959e+003	4.4670276e+002	1493
1.1939348e-004	2.2361175e-003	1.2188537e+003	1.0955166e+003	4.4620369e+002	1494
1.1960320e-004	2.2386088e-003	1.2174972e+003	1.0940414e+003	4.4570601e+002	1495
1.1981292e-004	2.2410987e-003	1.2161445e+003	1.0925701e+003	4.4520970e+002	1496
1.2002263e-004	2.2435873e-003	1.2147956e+003	1.0911027e+003	4.4471478e+002	1497
1.2023235e-004	2.2460744e-003	1.2134504e+003	1.0896394e+003	4.4422122e+002	1498
1.2044206e-004	2.2485602e-003	1.2121090e+003	1.0881799e+003	4.4372903e+002	1499
1.2065178e-004	2.2510446e-003	1.2107712e+003	1.0867244e+003	4.4323820e+002	1500
1.2086149e-004	2.2535276e-003	1.2094371e+003	1.0852728e+003	4.4274872e+002	1501
1.2107121e-004	2.2560093e-003	1.2081067e+003	1.0838251e+003	4.4226059e+002	1502
1.2128092e-004	2.2584896e-003	1.2067800e+003	1.0823812e+003	4.4177379e+002	1503
1.2149064e-004	2.2609685e-003	1.2054569e+003	1.0809412e+003	4.4128833e+002	1504
1.2170035e-004	2.2634461e-003	1.2041374e+003	1.0795051e+003	4.4080420e+002	1505
1.2191007e-004	2.2659223e-003	1.2028215e+003	1.0780728e+003	4.4032140e+002	1506
1.2211978e-004	2.2683972e-003	1.2015092e+003	1.0766443e+003	4.3983991e+002	1507
1.2232950e-004	2.2708707e-003	1.2002004e+003	1.0752195e+003	4.3935973e+002	1508
1.2253921e-004	2.2733428e-003	1.1988953e+003	1.0737986e+003	4.3888086e+002	1509
1.2274893e-004	2.2758137e-003	1.1975937e+003	1.0723814e+003	4.3840329e+002	1510
1.2295864e-004	2.2782831e-003	1.1962956e+003	1.0709679e+003	4.3792701e+002	1511
1.2316836e-004	2.2807513e-003	1.1950010e+003	1.0695582e+003	4.3745202e+002	1512
1.2337807e-004	2.2832181e-003	1.1937099e+003	1.0681522e+003	4.3697832e+002	1513
1.2358779e-004	2.2856835e-003	1.1924223e+003	1.0667499e+003	4.3650589e+002	1514
1.2379750e-004	2.2881477e-003	1.1911382e+003	1.0653513e+003	4.3603473e+002	1515
1.2400722e-004	2.2906105e-003	1.1898575e+003	1.0639563e+003	4.3556485e+002	1516
1.2421693e-004	2.2930719e-003	1.1885802e+003	1.0625650e+003	4.3509622e+002	1517
1.2442665e-004	2.2955321e-003	1.1873064e+003	1.0611773e+003	4.3462885e+002	1518
1.2463636e-004	2.2979909e-003	1.1860360e+003	1.0597932e+003	4.3416273e+002	1519
1.2484608e-004	2.3004485e-003	1.1847690e+003	1.0584128e+003	4.3369785e+002	1520
1.2505580e-004	2.3029047e-003	1.1835054e+003	1.0570359e+003	4.3323422e+002	1521
1.2526551e-004	2.3053596e-003	1.1822451e+003	1.0556626e+003	4.3277182e+002	1522
1.2547523e-004	2.3078131e-003	1.1809882e+003	1.0542929e+003	4.3231064e+002	1523
1.2568494e-004	2.3102654e-003	1.1797346e+003	1.0529268e+003	4.3185070e+002	1524
1.2589466e-004	2.3127164e-003	1.1784843e+003	1.0515641e+003	4.3139197e+002	1525
1.2610437e-004	2.3151661e-003	1.1772374e+003	1.0502050e+003	4.3093445e+002	1526
1.2631409e-004	2.3176145e-003	1.1759937e+003	1.0488494e+003	4.3047815e+002	1527
1.2652380e-004	2.3200616e-003	1.1747533e+003	1.0474972e+003	4.3002305e+002	1528
1.2673352e-004	2.3225074e-003	1.1735162e+003	1.0461486e+003	4.2956914e+002	1529
1.2694323e-004	2.3249519e-003	1.1722823e+003	1.0448034e+003	4.2911643e+002	1530
1.2715295e-004	2.3273951e-003	1.1710517e+003	1.0434616e+003	4.2866491e+002	1531
1.2736266e-004	2.3298370e-003	1.1698243e+003	1.0421233e+003	4.2821457e+002	1532
1.2757238e-004	2.3322777e-003	1.1686001e+003	1.0407884e+003	4.2776541e+002	1533
1.2778209e-004	2.3347171e-003	1.1673791e+003	1.0394569e+003	4.2731742e+002	1534
1.2799181e-004	2.3371552e-003	1.1661613e+003	1.0381288e+003	4.2687061e+002	1535
1.2820152e-004	2.3395920e-003	1.1649467e+003	1.0368041e+003	4.2642495e+002	1536
1.2841124e-004	2.3420276e-003	1.1637352e+003	1.0354827e+003	4.2598046e+002	1537
1.2862095e-004	2.3444619e-003	1.1625269e+003	1.0341647e+003	4.2553711e+002	1538
1.2883067e-004	2.3468949e-003	1.1613217e+003	1.0328501e+003	4.2509492e+002	1539
1.2904038e-004	2.3493267e-003	1.1601196e+003	1.0315387e+003	4.2465388e+002	1540
1.2925010e-004	2.3517572e-003	1.1589207e+003	1.0302307e+003	4.2421397e+002	1541
1.2945981e-004	2.3541864e-003	1.1577248e+003	1.0289259e+003	4.2377520e+002	1542
1.2966953e-004	2.3566144e-003	1.1565320e+003	1.0276245e+003	4.2333755e+002	1543
1.2987924e-004	2.3590412e-003	1.1553423e+003	1.0263263e+003	4.2290104e+002	1544
1.3008896e-004	2.3614667e-003	1.1541556e+003	1.0250314e+003	4.2246564e+002	1545
1.3029868e-004	2.3638909e-003	1.1529720e+003	1.0237397e+003	4.2203137e+002	1546
1.3050839e-004	2.3663139e-003	1.1517914e+003	1.0224512e+003	4.2159820e+002	1547
1.3071811e-004	2.3687357e-003	1.1506138e+003	1.0211660e+003	4.2116614e+002	1548
1.3092782e-004	2.3711562e-003	1.1494392e+003	1.0198840e+003	4.2073518e+002	1549
1.3113754e-004	2.3735755e-003	1.1482677e+003	1.0186052e+003	4.2030533e+002	1550
1.3134725e-004	2.3759935e-003	1.1470991e+003	1.0173295e+003	4.1987656e+002	1551
1.3155697e-004	2.3784104e-003	1.1459335e+003	1.0160571e+003	4.1944889e+002	1552
1.3176668e-004	2.3808260e-003	1.1447708e+003	1.0147877e+003	4.1902230e+002	1553
1.3197640e-004	2.3832403e-003	1.1436111e+003	1.0135216e+003	4.1859679e+002	1554
1.3218611e-004	2.3856535e-003	1.1424543e+003	1.0122585e+003	4.1817236e+002	1555
1.3239583e-004	2.3880654e-003	1.1413004e+003	1.0109986e+003	4.1774900e+002	1556
1.3260554e-004	2.3904761e-003	1.1401494e+003	1.0097418e+003	4.1732671e+002	1557
1.3281526e-004	2.3928856e-003	1.1390014e+003	1.0084881e+003	4.1690548e+002	1558
1.3302497e-004	2.3952939e-003	1.1378562e+003	1.0072375e+003	4.1648531e+002	1559
1.3323469e-004	2.3977009e-003	1.1367139e+003	1.0059899e+003	4.1606620e+002	1560
1.3344440e-004	2.4001068e-003	1.1355745e+003	1.0047454e+003	4.1564813e+002	1561
1.3365412e-004	2.4025114e-003	1.1344379e+003	1.0035040e+003	4.1523111e+002	1562
1.3386383e-004	2.4049149e-003	1.1333042e+003	1.0022655e+003	4.1481514e+002	1563
1.3407355e-004	2.4073171e-003	1.1321732e+003	1.0010302e+003	4.1440020e+002	1564
1.3449298e-004	2.4121180e-003	1.1299199e+003	9.9856841e+002	4.1357342e+002	1565
1.3491241e-004	2.4169141e-003	1.1276777e+003	9.9611862e+002	4.1275074e+002	1566
1.3533184e-004	2.4217054e-003	1.1254465e+003	9.9368070e+002	4.1193214e+002	1567
1.3575127e-004	2.4264920e-003	1.1232264e+003	9.9125456e+002	4.1111757e+002	1568
1.3617070e-004	2.4312739e-003	1.1210173e+003	9.8884011e+002	4.1030701e+002	1569
1.3659013e-004	2.4360511e-003	1.1188189e+003	9.8643725e+002	4.0950042e+002	1570
1.3700956e-004	2.4408236e-003	1.1166313e+003	9.8404592e+002	4.0869778e+002	1571
1.3742899e-004	2.4455914e-003	1.1144544e+003	9.8166601e+002	4.0789905e+002	1572
1.3784842e-004	2.4503546e-003	1.1122880e+003	9.7929744e+002	4.0710421e+002	1573
1.3826785e-004	2.4551131e-003	1.1101322e+003	9.7694012e+002	4.0631321e+002	1574
1.3868728e-004	2.4598670e-003	1.1079867e+003	9.7459398e+002	4.0552604e+002	1575
1.3910671e-004	2.4646164e-003	1.1058516e+003	9.7225892e+002	4.0474266e+002	1576
1.3952614e-004	2.4693611e-003	1.1037268e+003	9.6993488e+002	4.0396305e+002	1577
1.3994557e-004	2.4741013e-003	1.1016121e+003	9.6762176e+002	4.0318717e+002	1578
1.4036500e-004	2.4788370e-003	1.0995076e+003	9.6531948e+002	4.0241499e+002	1579
1.4078444e-004	2.4835681e-003	1.0974130e+003	9.6302797e+002	4.0164650e+002	1580
1.4120387e-004	2.4882947e-003	1.0953285e+003	9.6074714e+002	4.0088166e+002	1581
1.4162330e-004	2.4930168e-003	1.0932537e+003	9.5847692e+002	4.0012043e+002	1582
1.4204273e-004	2.4977345e-003	1.0911888e+003	9.5621723e+002	3.9936281e+002	1583
1.4246216e-004	2.5024477e-003	1.0891337e+003	9.5396800e+002	3.9860875e+002	1584
1.4288159e-004	2.5071565e-003	1.0870881e+003	9.5172914e+002	3.9785823e+002	1585
1.4330102e-004	2.5118608e-003	1.0850522e+003	9.4950059e+002	3.9711123e+002	1586
1.4372045e-004	2.5165607e-003	1.0830257e+003	9.4728227e+002	3.9636772e+002	1587
1.4413988e-004	2.5212563e-003	1.0810087e+003	9.4507410e+002	3.9562767e+002	1588
1.4455931e-004	2.5259474e-003	1.0790011e+003	9.4287602e+002	3.9489106e+002	1589
1.4497874e-004	2.5306342e-003	1.0770027e+003	9.4068794e+002	3.9415785e+002	1590
1.4539817e-004	2.5353167e-003	1.0750136e+003	9.3850981e+002	3.9342804e+002	1591
1.4581760e-004	2.5399949e-003	1.0730337e+003	9.3634154e+002	3.9270158e+002	1592
1.4623703e-004	2.5446687e-003	1.0710628e+003	9.3418307e+002	3.9197847e+002	1593
1.4665646e-004	2.5493382e-003	1.0691010e+003	9.3203434e+002	3.9125866e+002	1594
1.4707589e-004	2.5540035e-003	1.0671481e+003	9.2989526e+002	3.9054214e+002	1595
1.4749532e-004	2.5586645e-003	1.0652041e+003	9.2776578e+002	3.8982889e+002	1596
1.4791475e-004	2.5633212e-003	1.0632690e+003	9.2564582e+002	3.8911888e+002	1597
1.4833418e-004	2.5679738e-003	1.0613426e+003	9.2353532e+002	3.8841208e+002	1598
1.4875361e-004	2.5726221e-003	1.0594249e+003	9.2143422e+002	3.8770847e+002	1599
1.4917304e-004	2.5772662e-003	1.0575159e+003	9.1934244e+002	3.8700804e+002	1600
1.4959247e-004	2.5819061e-003	1.0556155e+003	9.1725992e+002	3.8631076e+002	1601
1.5001190e-004	2.5865418e-003	1.0537235e+003	9.1518661e+002	3.8561660e+002	1602
1.5043133e-004	2.5911734e-003	1.0518401e+003	9.1312243e+002	3.8492554e+002	1603
1.5085076e-004	2.5958009e-003	1.0499650e+003	9.1106733e+002	3.8423756e+002	1604
1.5127020e-004	2.6004242e-003	1.0480982e+003	9.0902123e+002	3.8355264e+002	1605
1.5168963e-004	2.6050434e-003	1.0462398e+003	9.0698409e+002	3.8287076e+002	1606
1.5210906e-004	2.6096585e-003	1.0443895e+003	9.0495583e+002	3.8219189e+002	1607
1.5252849e-004	2.6142696e-003	1.0425474e+003	9.0293640e+002	3.8151602e+002	1608
1.5294792e-004	2.6188766e-003	1.0407134e+003	9.0092574e+002	3.8084312e+002	1609
1.5336735e-004	2.6234795e-003	1.0388875e+003	8.9892379e+002	3.8017318e+002	1610
1.5378678e-004	2.6280783e-003	1.0370695e+003	8.9693048e+002	3.7950616e+002	1611
1.5420621e-004	2.6326732e-003	1.0352595e+003	8.9494577e+002	3.7884206e+002	1612
1.5462564e-004	2.6372640e-003	1.0334574e+003	8.9296959e+002	3.7818084e+002	1613
1.5504507e-004	2.6418509e-003	1.0316631e+003	8.9100189e+002	3.7752250e+002	1614
1.5546450e-004	2.6464337e-003	1.0298765e+003	8.8904261e+002	3.7686701e+002	1615
1.5588393e-004	2.6510126e-003	1.0280977e+003	8.8709169e+002	3.7621435e+002	1616
1.5630336e-004	2.6555876e-003	1.0263265e+003	8.8514908e+002	3.7556450e+002	1617
1.5672279e-004	2.6601586e-003	1.0245630e+003	8.8321473e+002	3.7491744e+002	1618
1.5714222e-004	2.6647256e-003	1.0228070e+003	8.8128857e+002	3.7427316e+002	1619
1.5756165e-004	2.6692888e-003	1.0210585e+003	8.7937056e+002	3.7363163e+002	1620
1.5798108e-004	2.6738480e-003	1.0193175e+003	8.7746063e+002	3.7299283e+002	1621
1.5840051e-004	2.6784034e-003	1.0175838e+003	8.7555875e+002	3.7235676e+002	1622
1.5881994e-004	2.6829549e-003	1.0158576e+003	8.7366485e+002	3.7172338e+002	1623
1.5923937e-004	2.6875025e-003	1.0141386e+003	8.7177889e+002	3.7109268e+002	1624
1.5965880e-004	2.6920463e-003	1.0124269e+003	8.6990080e+002	3.7046464e+002	1625
1.6007823e-004	2.6965862e-003	1.0107224e+003	8.6803055e+002	3.6983925e+002	1626
1.6049766e-004	2.7011223e-003	1.0090250e+003	8.6616808e+002	3.6921648e+002	1627
1.6091709e-004	2.7056546e-003	1.0073348e+003	8.6431333e+002	3.6859632e+002	1628
1.6133652e-004	2.7101831e-003	1.0056516e+003	8.6246627e+002	3.6797876e+002	1629
1.6175596e-004	2.7147079e-003	1.0039754e+003	8.6062683e+002	3.6736376e+002	1630
1.6217539e-004	2.7192288e-003	1.0023062e+003	8.5879498e+002	3.6675133e+002	1631
1.6259482e-004	2.7237460e-003	1.0006440e+003	8.5697066e+002	3.6614143e+002	1632
1.6301425e-004	2.7282594e-003	9.9898857e+002	8.5515383e+002	3.6553406e+002	1633
1.6343368e-004	2.7327692e-003	9.9734000e+002	8.5334443e+002	3.6492919e+002	1634
1.6385311e-004	2.7372751e-003	9.9569822e+002	8.5154242e+002	3.6432681e+002	1635
1.6427254e-004	2.7417774e-003	9.9406319e+002	8.4974776e+002	3.6372691e+002	1636
1.6469197e-004	2.7462760e-003	9.9243485e+002	8.4796039e+002	3.6312946e+002	1637
1.6511140e-004	2.7507709e-003	9.9081316e+002	8.4618027e+002	3.6253446e+002	1638
1.6553083e-004	2.7552621e-003	9.8919808e+002	8.4440736e+002	3.6194188e+002	1639
1.6595026e-004	2.7597497e-003	9.8758957e+002	8.4264161e+002	3.6135170e+002	1640
1.6636969e-004	2.7642336e-003	9.8598759e+002	8.4088297e+002	3.6076393e+002	1641
1.6678912e-004	2.7687139e-003	9.8439208e+002	8.3913140e+002	3.6017853e+002	1642
1.6720855e-004	2.7731905e-003	9.8280302e+002	8.3738686e+002	3.5959549e+002	1643
1.6762798e-004	2.7776635e-003	9.8122036e+002	8.3564930e+002	3.5901481e+002	1644
1.6804741e-004	2.7821330e-003	9.7964405e+002	8.3391869e+002	3.5843645e+002	1645
1.6846684e-004	2.7865988e-003	9.7807406e+002	8.3219496e+002	3.5786041e+002	1646
1.6888627e-004	2.7910611e-003	9.7651035e+002	8.3047810e+002	3.5728668e+002	1647
1.6930570e-004	2.7955197e-003	9.7495287e+002	8.2876804e+002	3.5671523e+002	1648
1.6972513e-004	2.7999749e-003	9.7340159e+002	8.2706476e+002	3.5614606e+002	1649
1.7014456e-004	2.8044265e-003	9.7185647e+002	8.2536820e+002	3.5557915e+002	1650
1.7056399e-004	2.8088745e-003	9.7031746e+002	8.2367833e+002	3.5501448e+002	1651
1.7098342e-004	2.8133191e-003	9.6878454e+002	8.2199511e+002	3.5445204e+002	1652
1.7140285e-004	2.8177601e-003	9.6725766e+002	8.2031850e+002	3.5389182e+002	1653
1.7182228e-004	2.8221976e-003	9.6573678e+002	8.1864845e+002	3.5333380e+002	1654
1.7224172e-004	2.8266316e-003	9.6422186e+002	8.1698493e+002	3.5277797e+002	1655
1.7266115e-004	2.8310622e-003	9.6271288e+002	8.1532789e+002	3.5222432e+002	1656
1.7308058e-004	2.8354892e-003	9.6120978e+002	8.1367731e+002	3.5167282e+002	1657
1.7350001e-004	2.8399129e-003	9.5971254e+002	8.1203313e+002	3.5112348e+002	1658
1.7391944e-004	2.8443330e-003	9.5822112e+002	8.1039533e+002	3.5057627e+002	1659
1.7433887e-004	2.8487498e-003	9.5673548e+002	8.0876385e+002	3.5003118e+002	1660
1.7475830e-004	2.8531631e-003	9.5525559e+002	8.0713867e+002	3.4948820e+002	1661
1.7517773e-004	2.8575730e-003	9.5378141e+002	8.0551975e+002	3.4894731e+002	1662
1.7559716e-004	2.8619795e-003	9.5231290e+002	8.0390705e+002	3.4840851e+002	1663
1.7601659e-004	2.8663826e-003	9.5085003e+002	8.0230054e+002	3.4787178e+002	1664
1.7643602e-004	2.8707823e-003	9.4939277e+002	8.0070017e+002	3.4733710e+002	1665
1.7685545e-004	2.8751787e-003	9.4794109e+002	7.9910591e+002	3.4680447e+002	1666
1.7727488e-004	2.8795717e-003	9.4649494e+002	7.9751772e+002	3.4627387e+002	1667
1.7769431e-004	2.8839613e-003	9.4505429e+002	7.9593558e+002	3.4574529e+002	1668
1.7811374e-004	2.8883476e-003	9.4361911e+002	7.9435943e+002	3.4521872e+002	1669
1.7853317e-004	2.8927306e-003	9.4218938e+002	7.9278926e+002	3.4469414e+002	1670
1.7895260e-004	2.8971102e-003	9.4076504e+002	7.9122502e+002	3.4417154e+002	1671
1.7937203e-004	2.9014865e-003	9.3934608e+002	7.8966668e+002	3.4365092e+002	1672
1.7979146e-004	2.9058596e-003	9.3793246e+002	7.8811420e+002	3.4313225e+002	1673
1.8021089e-004	2.9102293e-003	9.3652415e+002	7.8656755e+002	3.4261554e+002	1674
1.8063032e-004	2.9145957e-003	9.3512111e+002	7.8502670e+002	3.4210075e+002	1675
1.8104975e-004	2.9189589e-003	9.3372331e+002	7.8349162e+002	3.4158790e+002	1676
1.8146918e-004	2.9233188e-003	9.3233073e+002	7.8196226e+002	3.4107695e+002	1677
