101.33598395122151	1.3772997723801873e-24
105.45198399171018	1.576358313007269e-24
111.9415598954238	1.9563983435170727e-24
118.04459582099308	2.428061213579363e-24
125.30912831820767	2.855034695198624e-24
132.14096193426792	3.357091273152755e-24
141.676177216653	4.0010829428357855e-24
150.39501086010264	4.768611697714494e-24
158.0692025283243	5.4578101600971e-24
167.79687240248904	6.417563642851487e-24
179.30908957741778	7.546089347548295e-24
190.3438743485598	9.239780229536778e-24
203.40299748979365	1.0718913192051352e-23
215.20533129742074	1.2434830392550745e-23
227.6924882641247	1.4041182531477452e-23
244.93395283233673	1.6510318218002783e-23
258.2877127310184	1.8896523396912348e-23
274.1828875140393	2.1627602313606275e-23
293.96776588122447	2.4753398919503754e-23
313.0957939326441	2.8330961018393414e-23
334.57668761499775	3.1561852004177544e-23
364.72006297212613	3.711198960417222e-23
384.6045424199221	4.1344277827603404e-23
416.4822929497183	4.605922041145132e-23
442.11285342226955	5.2716072740469446e-23
485.1532695583736	6.198617062326187e-23
528.8627019587097	7.288641108476375e-23
584.2121773472257	8.804883581643554e-23
632.634304472314	9.809001266756378e-23
676.0381140971188	1.0636547160503877e-22
736.945138953568	1.184954958278064e-22
819.4919062309133	1.3933287592631495e-22
923.4595298061193	1.6383450002276144e-22
1026.8981643362201	1.9264472379012312e-22
1119.415598954238	2.1753089065723154e-22
1253.0912831820754	2.5235391704347866e-22
1375.0817882470105	2.8882615312131885e-22
1529.107577090559	3.305696527487866e-22
1723.103002514753	3.7327319208096916e-22
1890.8499243685965	4.2149324587941186e-22
2102.6479815277394	4.695607550541468e-22
2276.924882641247	5.09175703012914e-22
2498.5872787940407	5.672426068492036e-22
2778.459268882223	6.492251118675392e-22
3151.8030961277013	7.232633896483578e-22
3504.8431569516347	8.27795284388747e-22
3795.340287069722	9.221978823334416e-22
