99.53881919594232; 3,477638247785824e-35
91.42216278872615; 2,6989364618509025e-35
83.25564512243957; 2,0079472228893255e-35
76.79230711873865; 1,558334014982323e-35
73.59596253313612; 1,4320668866062205e-35
63.404870162292504; 5,4193219733282613e-36
56.520443210623206; 2,8755147279527228e-36
50.81184860511096; 1,4021322898177057e-36
44.52600155567008; 5,30604149763542e-37
47.463903429195426; 8,445113769178691e-37
40.369781611567426; 2,48024974037076e-37
34.92498215076254; 7,598606327722162e-38
30.343173760917885; 2,3279437221136108e-38
25.58882676054548; 6,28297219274933e-39
22.044764341387822; 2,184990440728019e-39
23.6996464176441; 3,404944926197689e-39
19.483389435441637; 9,385924668076597e-40
16.856917358914124; 3,5518835236986407e-40
15.414562734447024; 1,8846441371512818e-40
12.835694671072948; 6,28297219274933e-41
10.964388800871589; 2,184990440728019e-41
9.984032871946603; 1,261587656592187e-41
