121.21977875838895	1.0843659686896175e-28
132.14096193426792	1.6257556664438067e-28
148.41224705776386	2.572676974757173e-28
172.88294873864407	4.29700470432087e-28
208.8741647427541	7.274598776536379e-28
248.20623113326894	1.1511688477722585e-27
285.3194722898117	1.65741202619033e-27
309.9948414178572	2.1420064316321992e-27
348.1663090512763	3.21144262577084e-27
404.2297211949327	5.7384416483024044e-27
494.9080246190561	1.5373302369535522e-26
638.9626966752988	5.694346444118093e-26
800.6785854823311	1.8181574539868282e-25
902.2593932331024	3.248817330069896e-25
996.6876520134201	5.072156321287026e-25
1153.3461073519613	9.437878277775469e-25
1430.9339789044243	2.2091291459881865e-24
1717.3954857536928	4.397603609302748e-24
2144.9249635159604	9.75241621316889e-24
2705.681405787891	2.1051501728431024e-23
3435.7618634153487	4.363811642605442e-23
4495.083382293639	9.045840196008704e-23
5726.972161625152	1.5522253574270607e-22
6496.510059587434	2.0333292361937785e-22
7797.05927315473	2.699748341693421e-22
9052.579224900013	3.217641750250775e-22
9802.897617831273	3.350623484533632e-22
